date,datetime,stockid,userid,artid,reply,likes,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2021-08-27,2021/08/27 11:04,2013,10830922,131573134,9,2,,,,,,,,,
2021-08-27,2021/08/27 11:04,2013,12916497,131573089,0,7,,,,,,,,,
2021-08-27,2021/08/27 10:53,2013,2176778,131571463,1,3,,,,,,,,,
2021-08-27,2021/08/27 10:50,2013,5741919,131571118,1,7,,,,,,,,,
2021-08-27,2021/08/27 10:44,2013,1853137,131570318,6,5,,,,,,,,,
2021-08-27,2021/08/27 10:38,2013,4016741,131569517,1,14,,,,,,,,,
2021-08-27,2021/08/27 10:28,2013,2176778,131568011,0,1,,,,,,,,,
2021-08-27,2021/08/27 10:27,2013,10337400,131567898,4,6,,,,,,,,,
2021-08-27,2021/08/27 10:12,2013,5630994,131565648,7,2,,,,,,,,,
2021-08-27,2021/08/27 10:03,2013,4226686,131564622,7,6,,,,,,,,,
2021-08-27,2021/08/27 10:01,2013,13061354,131564343,1,12,,,,,,,,,
2021-08-27,2021/08/27 10:00,2013,708348,131563925,3,7,,,,,,,,,
2021-08-27,2021/08/27 09:52,2013,12113636,131562991,6,12,,,,,,,,,
2021-08-27,2021/08/27 09:52,2013,7733904,131562981,5,5,,,,,,,,,
2021-08-27,2021/08/27 09:52,2013,10830922,131562968,3,2,,,,,,,,,
2021-08-27,2021/08/27 09:51,2013,1225677,131562858,0,4,,,,,,,,,
2021-08-27,2021/08/27 09:51,2013,1729938,131562819,3,3,,,,,,,,,
2021-08-27,2021/08/27 09:51,2013,11444656,131562807,0,7,,,,,,,,,
2021-08-27,2021/08/27 09:47,2013,10830922,131562357,0,0,,,,,,,,,
2021-08-27,2021/08/27 09:47,2013,5218020,131562316,0,14,,,,,,,,,
2021-08-27,2021/08/27 09:46,2013,10830922,131562238,0,1,,,,,,,,,
2021-08-27,2021/08/27 09:46,2013,8804491,131562162,0,3,,,,,,,,,
2021-08-27,2021/08/27 09:44,2013,3723387,131561998,1,3,,,,,,,,,
2021-08-27,2021/08/27 09:43,2013,5630994,131561866,1,2,,,,,,,,,
2021-08-27,2021/08/27 09:43,2013,12625557,131561777,6,5,,,,,,,,,
2021-08-27,2021/08/27 09:42,2013,1729938,131561645,1,0,,,,,,,,,
2021-08-27,2021/08/27 09:41,2013,10830922,131561459,0,1,,,,,,,,,
2021-08-27,2021/08/27 09:34,2013,5741919,131560592,3,2,,,,,,,,,
2021-08-27,2021/08/27 09:32,2013,10830922,131560266,3,1,,,,,,,,,
2021-08-27,2021/08/27 09:30,2013,8326299,131560053,4,11,,,,,,,,,
2021-08-27,2021/08/27 09:30,2013,10830922,131560037,1,2,,,,,,,,,
2021-08-27,2021/08/27 09:25,2013,5470644,131559481,0,0,,,,,,,,,
2021-08-27,2021/08/27 09:23,2013,10830922,131559243,2,1,,,,,,,,,
2021-08-27,2021/08/27 09:23,2013,5633214,131559231,1,6,,,,,,,,,
2021-08-27,2021/08/27 09:16,2013,11444656,131558189,1,0,,,,,,,,,
2021-08-27,2021/08/27 09:14,2013,10264053,131557945,6,3,,,,,,,,,
2021-08-27,2021/08/27 09:10,2013,6155701,131557511,2,12,,,,,,,,,
2021-08-27,2021/08/27 09:08,2013,9567721,131557171,1,0,,,,,,,,,
2021-08-27,2021/08/27 09:07,2013,4245580,131557067,0,1,,,,,,,,,
2021-08-27,2021/08/27 09:02,2013,7411516,131556517,0,0,,,,,,,,,
2021-08-27,2021/08/27 08:54,2013,11672671,131555186,1,1,,,,,,,,,
2021-08-27,2021/08/27 08:52,2013,12917943,131554881,2,18,,,,,,,,,
2021-08-27,2021/08/27 08:49,2013,11489320,131554550,0,1,,,,,,,,,
2021-08-27,2021/08/27 08:34,2013,421190,131553258,46,581,,,,,,,,,
2021-08-27,2021/08/27 08:33,2013,3984852,131553181,7,6,,,,,,,,,
2021-08-27,2021/08/27 07:53,2013,5102264,131550268,0,1,,,,,,,,,
2021-08-27,2021/08/27 07:37,2013,12065734,131549540,2,7,,,,,,,,,
2021-08-27,2021/08/27 07:36,2013,4592589,131549475,0,8,,,,,,,,,
2021-08-27,2021/08/27 07:25,2013,3883948,131548956,52,147,,,,,,,,,
2021-08-27,2021/08/27 07:01,2013,8953105,131548145,4,26,,,,,,,,,
2021-08-27,2021/08/27 05:39,2013,8827655,131546147,0,17,,,,,,,,,
2021-08-27,2021/08/27 03:08,2013,6939029,131544999,9,52,,,,,,,,,
2021-08-27,2021/08/27 01:21,2013,2283380,131543400,2,8,,,,,,,,,
2021-08-27,2021/08/27 00:49,2013,8837300,131542362,0,1,,,,,,,,,
2021-08-27,2021/08/27 00:22,2013,1853137,131541399,0,3,,,,,,,,,
2021-08-26,2021/08/26 23:31,2013,12989472,131538844,3,15,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 23:00,2013,5921717,131536704,1,19,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 22:48,2013,787165,131535892,0,2,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 22:48,2013,784409,131535864,3,17,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 22:02,2013,11387141,131532667,5,1,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 21:52,2013,4288606,131531955,0,22,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 21:42,2013,6064732,131531228,28,286,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 21:37,2013,6760393,131530704,3,40,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 21:33,2013,7411516,131530438,0,0,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 21:32,2013,7411516,131530361,0,1,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 21:16,2013,11459650,131529284,7,12,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 20:36,2013,13008862,131525786,17,165,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 20:29,2013,7411516,131525267,2,1,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 20:05,2013,4285023,131523451,1,1,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 19:50,2013,1603831,131522187,18,225,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 19:44,2013,8040290,131521709,1,14,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 19:32,2013,9980456,131520861,1,3,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 18:06,2013,4149123,131514493,14,46,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 18:02,2013,11444656,131514190,1,2,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 17:46,2013,5907392,131512876,0,2,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 17:22,2013,5907392,131510993,2,2,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 17:10,2013,4434825,131509851,3,1,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 17:07,2013,12916497,131509641,1,6,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 16:40,2013,5078417,131507639,4,23,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 16:22,2013,7669271,131506058,5,30,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 16:05,2013,7192751,131502034,1,24,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 15:28,2013,5732576,131498824,10,46,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 14:51,2013,421190,131495426,81,1188,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 14:05,2013,4394037,131491115,4,15,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 14:04,2013,9877248,131490995,6,9,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 14:00,2013,4132198,131490028,2,2,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 13:55,2013,784409,131489447,0,5,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 13:42,2013,9750599,131487367,0,23,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 12:29,2013,7539182,131478082,6,19,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 12:28,2013,1662917,131477955,0,5,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 12:22,2013,5921717,131477324,3,10,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 12:17,2013,8285921,131476667,12,20,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 12:04,2013,2268868,131475020,3,18,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 11:39,2013,1998007,131471332,12,242,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 10:44,2013,3984852,131464211,3,15,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 10:37,2013,12941339,131463332,7,6,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 10:33,2013,6559576,131462648,8,7,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 10:30,2013,4222242,131462096,3,20,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 10:28,2013,5907392,131461884,0,5,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 10:10,2013,7481540,131459183,4,11,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 10:06,2013,831882,131458584,2,6,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 10:02,2013,8836009,131457933,18,341,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 10:00,2013,2268868,131457665,3,22,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 09:58,2013,8837300,131456839,4,9,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 09:42,2013,4309899,131454637,11,80,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 09:30,2013,5218020,131452994,4,35,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 09:18,2013,1729938,131451174,1,5,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 09:17,2013,675669,131451073,4,58,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 09:16,2013,5937141,131450967,0,1,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 09:14,2013,12113636,131450734,2,3,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 09:13,2013,5741919,131450557,0,4,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 09:12,2013,5633214,131450328,2,3,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 09:11,2013,13061354,131450324,0,4,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 09:07,2013,10326411,131449802,1,6,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 09:06,2013,4434825,131449732,3,4,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 09:01,2013,10326411,131449222,0,1,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 08:46,2013,421190,131447103,61,1102,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 08:44,2013,1740087,131446894,0,1,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 08:35,2013,10326411,131446166,0,0,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 08:32,2013,10326411,131445970,0,1,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-26,2021/08/26 00:56,2013,4285023,131435042,1,1,2013,7019001.0,510273290.0,72.0,73.2,70.1,73.2,6.6,3206.0
2021-08-25,2021/08/25 23:58,2013,5149688,131432299,0,9,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 23:40,2013,11935636,131431336,0,4,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 23:08,2013,13397122,131429291,2,16,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 22:21,2013,2176778,131425212,1,2,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 21:37,2013,5921717,131421783,1,19,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 21:34,2013,8480527,131421600,0,6,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 21:16,2013,5411755,131420158,4,6,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 21:14,2013,5111758,131420015,2,3,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 20:39,2013,6064732,131416684,45,461,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 19:40,2013,7411516,131410732,6,7,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 19:32,2013,7411516,131410144,1,0,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 19:25,2013,13061354,131409468,5,1,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 18:44,2013,4158689,131406195,5,8,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 18:35,2013,4373504,131405646,4,37,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 18:26,2013,4950373,131405039,5,9,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 17:30,2013,11444656,131400980,14,5,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 17:28,2013,7411516,131400877,2,0,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 16:02,2013,7669271,131390486,2,29,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 14:44,2013,3984852,131382852,22,15,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 13:49,2013,5360663,131376148,1,2,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 13:22,2013,5907392,131372450,2,1,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 13:12,2013,4793696,131370880,2,7,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 12:54,2013,708348,131368449,6,8,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 12:12,2013,12113636,131362844,1,16,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 11:09,2013,7411516,131354633,4,4,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 10:40,2013,6764633,131350874,10,20,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 10:27,2013,5907392,131349248,2,2,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
2021-08-25,2021/08/25 10:20,2013,4309899,131348318,26,67,2013,9938047.0,643895396.0,62.4,66.6,62.0,66.6,6.0,5018.0
