,date,stock_id,deal_price,volume,Time,TickType
293,2021-03-19,1447,9.73,4,09:14:51.778,2
294,2021-03-19,1447,9.73,4,09:14:57.214,2
295,2021-03-19,1447,9.73,1,09:14:57.671,2
296,2021-03-19,1447,9.73,6,09:15:49.481,2
297,2021-03-19,1447,9.73,1,09:15:49.863,2
298,2021-03-19,1447,9.74,2,09:15:53.741,1
299,2021-03-19,1447,9.74,10,09:16:00.306,1
300,2021-03-19,1447,9.74,2,09:16:18.991,1
301,2021-03-19,1447,9.73,1,09:16:21.005,2
302,2021-03-19,1447,9.74,14,09:16:21.660,1
303,2021-03-19,1447,9.73,6,09:16:27.666,2
304,2021-03-19,1447,9.73,4,09:16:45.293,2
305,2021-03-19,1447,9.73,1,09:16:51.618,2
306,2021-03-19,1447,9.73,5,09:16:53.038,2
307,2021-03-19,1447,9.73,6,09:16:53.063,0
308,2021-03-19,1447,9.73,1,09:17:01.043,2
309,2021-03-19,1447,9.73,1,09:17:01.138,2
310,2021-03-19,1447,9.73,11,09:17:22.209,1
311,2021-03-19,1447,9.73,10,09:17:34.907,0
312,2021-03-19,1447,9.73,1,09:17:49.299,2
313,2021-03-19,1447,9.73,4,09:18:13.376,1
314,2021-03-19,1447,9.73,1,09:18:14.743,1
315,2021-03-19,1447,9.72,1,09:18:24.282,2
316,2021-03-19,1447,9.72,4,09:18:43.926,2
317,2021-03-19,1447,9.73,1,09:18:44.785,1
318,2021-03-19,1447,9.72,5,09:18:48.379,2
319,2021-03-19,1447,9.72,10,09:18:49.011,2
320,2021-03-19,1447,9.72,1,09:18:50.020,2
321,2021-03-19,1447,9.72,2,09:19:05.921,2
322,2021-03-19,1447,9.73,5,09:19:18.719,1
323,2021-03-19,1447,9.72,2,09:19:25.014,2
324,2021-03-19,1447,9.72,4,09:19:38.328,2
325,2021-03-19,1447,9.73,1,09:19:53.832,1
326,2021-03-19,1447,9.74,27,09:20:04.120,1
327,2021-03-19,1447,9.74,1,09:20:33.339,2
328,2021-03-19,1447,9.74,1,09:20:47.240,2
329,2021-03-19,1447,9.74,4,09:21:09.067,2
330,2021-03-19,1447,9.74,1,09:21:09.355,0
331,2021-03-19,1447,9.75,1,09:21:56.489,1
332,2021-03-19,1447,9.74,3,09:21:56.797,2
333,2021-03-19,1447,9.74,1,09:22:16.031,2
334,2021-03-19,1447,9.74,1,09:22:16.524,2
335,2021-03-19,1447,9.74,1,09:22:21.637,2
336,2021-03-19,1447,9.7,160,09:22:28.571,2
337,2021-03-19,1447,9.69,2,09:22:28.675,2
338,2021-03-19,1447,9.69,3,09:22:29.268,2
339,2021-03-19,1447,9.69,3,09:22:31.475,2
340,2021-03-19,1447,9.69,6,09:22:31.505,0
341,2021-03-19,1447,9.68,1,09:22:32.425,2
342,2021-03-19,1447,9.7,3,09:22:35.943,1
343,2021-03-19,1447,9.69,10,09:22:39.187,2
344,2021-03-19,1447,9.69,1,09:22:44.271,1
345,2021-03-19,1447,9.69,2,09:22:46.011,0
346,2021-03-19,1447,9.69,1,09:22:47.553,2
347,2021-03-19,1447,9.69,1,09:22:51.471,0
348,2021-03-19,1447,9.69,1,09:22:54.930,2
349,2021-03-19,1447,9.69,3,09:22:55.172,2
350,2021-03-19,1447,9.69,3,09:23:02.068,2
351,2021-03-19,1447,9.69,2,09:23:12.562,2
352,2021-03-19,1447,9.7,2,09:23:28.223,1
353,2021-03-19,1447,9.7,2,09:23:40.007,1
354,2021-03-19,1447,9.69,1,09:23:40.409,2
355,2021-03-19,1447,9.7,1,09:23:45.532,1
356,2021-03-19,1447,9.7,2,09:23:53.115,1
357,2021-03-19,1447,9.7,31,09:23:53.156,0
358,2021-03-19,1447,9.7,2,09:23:55.713,2
359,2021-03-19,1447,9.7,1,09:23:55.746,0
360,2021-03-19,1447,9.7,1,09:24:01.676,2
361,2021-03-19,1447,9.7,1,09:24:06.497,2
362,2021-03-19,1447,9.72,1,09:24:11.024,1
363,2021-03-19,1447,9.74,1,09:24:16.119,1
364,2021-03-19,1447,9.74,1,09:24:21.217,1
365,2021-03-19,1447,9.72,1,09:24:26.315,2
366,2021-03-19,1447,9.74,1,09:24:31.412,1
367,2021-03-19,1447,9.74,1,09:24:36.508,1
368,2021-03-19,1447,9.74,2,09:24:38.383,1
369,2021-03-19,1447,9.75,1,09:24:41.606,1
370,2021-03-19,1447,9.75,1,09:24:46.704,1
371,2021-03-19,1447,9.75,1,09:24:51.801,1
372,2021-03-19,1447,9.75,1,09:24:56.800,1
373,2021-03-19,1447,9.71,1,09:25:00.418,2
374,2021-03-19,1447,9.75,1,09:25:01.896,1
375,2021-03-19,1447,9.75,1,09:25:06.997,1
376,2021-03-19,1447,9.75,1,09:25:12.091,1
377,2021-03-19,1447,9.75,1,09:25:17.190,1
378,2021-03-19,1447,9.75,6,09:25:20.246,1
379,2021-03-19,1447,9.75,1,09:25:25.385,1
380,2021-03-19,1447,9.75,1,09:25:30.382,1
381,2021-03-19,1447,9.75,1,09:25:35.479,1
382,2021-03-19,1447,9.74,1,09:25:40.478,2
383,2021-03-19,1447,9.73,2,09:26:02.025,2
384,2021-03-19,1447,9.73,3,09:26:13.915,1
385,2021-03-19,1447,9.73,2,09:26:27.214,1
386,2021-03-19,1447,9.74,6,09:26:36.479,1
387,2021-03-19,1447,9.74,2,09:26:37.654,2
388,2021-03-19,1447,9.74,1,09:26:40.228,0
389,2021-03-19,1447,9.73,2,09:26:48.542,2
390,2021-03-19,1447,9.73,2,09:27:04.962,0
391,2021-03-19,1447,9.72,2,09:27:05.476,2
392,2021-03-19,1447,9.72,2,09:27:05.516,2
393,2021-03-19,1447,9.73,3,09:27:13.557,1
394,2021-03-19,1447,9.72,1,09:28:01.245,2
395,2021-03-19,1447,9.73,1,09:28:02.088,1
396,2021-03-19,1447,9.7,13,09:29:03.534,2
397,2021-03-19,1447,9.7,47,09:29:08.636,2
398,2021-03-19,1447,9.71,1,09:30:22.061,1
399,2021-03-19,1447,9.7,20,09:30:50.176,2
400,2021-03-19,1447,9.7,2,09:31:14.992,2
401,2021-03-19,1447,9.7,1,09:31:25.627,2
402,2021-03-19,1447,9.7,1,09:31:38.018,2
403,2021-03-19,1447,9.71,10,09:32:00.847,1
404,2021-03-19,1447,9.69,6,09:32:03.753,2
405,2021-03-19,1447,9.7,5,09:32:08.470,1
406,2021-03-19,1447,9.7,5,09:32:08.509,0
407,2021-03-19,1447,9.7,1,09:32:43.211,2
408,2021-03-19,1447,9.7,2,09:32:50.241,2
409,2021-03-19,1447,9.7,2,09:33:06.101,1
410,2021-03-19,1447,9.7,8,09:33:06.132,0
411,2021-03-19,1447,9.7,10,09:33:14.657,0
412,2021-03-19,1447,9.7,2,09:33:14.703,2
413,2021-03-19,1447,9.7,2,09:33:41.088,1
414,2021-03-19,1447,9.7,2,09:33:44.414,1
415,2021-03-19,1447,9.7,3,09:33:44.438,0
416,2021-03-19,1447,9.72,2,09:34:37.071,1
417,2021-03-19,1447,9.71,1,09:35:01.526,2
418,2021-03-19,1447,9.72,2,09:35:08.451,1
419,2021-03-19,1447,9.71,2,09:35:23.950,2
420,2021-03-19,1447,9.7,22,09:35:48.305,2
421,2021-03-19,1447,9.69,2,09:36:20.324,2
422,2021-03-19,1447,9.69,9,09:36:29.980,2
423,2021-03-19,1447,9.7,10,09:36:52.917,1
424,2021-03-19,1447,9.7,66,09:36:52.936,1
425,2021-03-19,1447,9.7,30,09:36:52.957,1
426,2021-03-19,1447,9.7,1,09:37:04.427,1
427,2021-03-19,1447,9.7,2,09:37:16.463,1
428,2021-03-19,1447,9.7,19,09:37:25.067,1
429,2021-03-19,1447,9.7,3,09:37:29.052,1
430,2021-03-19,1447,9.7,2,09:37:37.238,1
431,2021-03-19,1447,9.7,1,09:37:38.280,1
432,2021-03-19,1447,9.7,10,09:37:46.631,1
433,2021-03-19,1447,9.7,13,09:37:46.653,1
434,2021-03-19,1447,9.7,1,09:37:46.654,0
435,2021-03-19,1447,9.71,10,09:37:47.962,1
436,2021-03-19,1447,9.71,1,09:38:01.810,1
437,2021-03-19,1447,9.71,1,09:38:20.042,1
438,2021-03-19,1447,9.71,1,09:38:28.115,1
439,2021-03-19,1447,9.71,1,09:38:35.310,1
440,2021-03-19,1447,9.71,1,09:38:35.363,1
441,2021-03-19,1447,9.71,1,09:38:39.193,0
442,2021-03-19,1447,9.72,7,09:39:07.616,1
443,2021-03-19,1447,9.71,2,09:39:08.760,2
444,2021-03-19,1447,9.7,37,09:39:26.463,2
445,2021-03-19,1447,9.69,1,09:39:48.292,2
446,2021-03-19,1447,9.69,1,09:39:51.526,2
447,2021-03-19,1447,9.69,5,09:39:52.229,2
448,2021-03-19,1447,9.69,12,09:40:30.097,2
449,2021-03-19,1447,9.7,1,09:41:18.170,1
450,2021-03-19,1447,9.7,10,09:42:36.916,1
451,2021-03-19,1447,9.7,10,09:42:49.525,1
452,2021-03-19,1447,9.7,5,09:42:49.558,1
453,2021-03-19,1447,9.7,33,09:42:49.586,1
454,2021-03-19,1447,9.7,96,09:42:49.618,0
455,2021-03-19,1447,9.69,16,09:42:54.880,2
456,2021-03-19,1447,9.7,1,09:44:06.075,1
457,2021-03-19,1447,9.7,1,09:44:19.673,2
458,2021-03-19,1447,9.71,2,09:45:04.625,1
459,2021-03-19,1447,9.71,10,09:45:13.724,1
460,2021-03-19,1447,9.71,11,09:45:13.760,0
461,2021-03-19,1447,9.73,2,09:45:30.814,1
462,2021-03-19,1447,9.73,1,09:45:42.314,1
463,2021-03-19,1447,9.72,5,09:46:45.420,2
464,2021-03-19,1447,9.72,5,09:47:23.897,2
465,2021-03-19,1447,9.73,1,09:47:55.145,1
466,2021-03-19,1447,9.72,6,09:49:13.111,2
467,2021-03-19,1447,9.72,2,09:49:47.018,2
468,2021-03-19,1447,9.72,2,09:50:49.863,0
469,2021-03-19,1447,9.73,5,09:50:56.270,1
470,2021-03-19,1447,9.73,10,09:50:56.290,0
471,2021-03-19,1447,9.74,1,09:52:43.277,1
472,2021-03-19,1447,9.73,1,09:53:09.660,2
473,2021-03-19,1447,9.73,6,09:53:09.695,0
474,2021-03-19,1447,9.75,3,09:53:14.550,1
475,2021-03-19,1447,9.74,2,09:54:44.964,2
476,2021-03-19,1447,9.72,1,09:55:16.824,2
477,2021-03-19,1447,9.72,1,09:55:29.385,2
478,2021-03-19,1447,9.73,2,09:58:49.195,1
479,2021-03-19,1447,9.73,10,09:59:53.435,2
480,2021-03-19,1447,9.73,2,10:00:16.133,2
481,2021-03-19,1447,9.73,2,10:00:16.253,2
482,2021-03-19,1447,9.73,15,10:00:21.578,0
483,2021-03-19,1447,9.74,1,10:01:26.126,1
484,2021-03-19,1447,9.73,7,10:02:00.552,2
485,2021-03-19,1447,9.73,2,10:02:31.184,2
486,2021-03-19,1447,9.73,11,10:02:31.214,0
487,2021-03-19,1447,9.72,12,10:02:31.305,0
488,2021-03-19,1447,9.71,15,10:02:40.014,2
489,2021-03-19,1447,9.71,7,10:02:40.054,2
490,2021-03-19,1447,9.71,1,10:03:08.065,2
491,2021-03-19,1447,9.71,5,10:03:09.250,0
492,2021-03-19,1447,9.7,3,10:03:16.228,2
493,2021-03-19,1447,9.71,1,10:04:44.275,1
494,2021-03-19,1447,9.71,3,10:05:01.707,2
495,2021-03-19,1447,9.71,1,10:05:07.271,0
496,2021-03-19,1447,9.7,1,10:05:27.448,2
497,2021-03-19,1447,9.71,2,10:05:33.851,1
