,date,stock_id,deal_price,volume,Time,TickType
0,2021-03-19,1447,9.8,5,08:30:31.664,1
1,2021-03-19,1447,9.8,5,08:30:36.684,1
2,2021-03-19,1447,9.76,25,08:30:41.704,1
3,2021-03-19,1447,9.76,25,08:30:46.723,1
4,2021-03-19,1447,9.76,25,08:31:06.796,1
5,2021-03-19,1447,9.76,25,08:31:11.814,1
6,2021-03-19,1447,9.76,25,08:31:16.834,1
7,2021-03-19,1447,9.76,26,08:31:26.871,1
8,2021-03-19,1447,9.76,26,08:31:31.890,1
9,2021-03-19,1447,9.76,29,08:31:36.910,1
10,2021-03-19,1447,9.76,29,08:31:41.930,1
11,2021-03-19,1447,9.77,34,08:31:46.949,1
12,2021-03-19,1447,9.77,34,08:32:07.023,1
13,2021-03-19,1447,9.77,34,08:32:12.041,1
14,2021-03-19,1447,9.77,34,08:32:27.087,1
15,2021-03-19,1447,9.77,34,08:32:37.447,1
16,2021-03-19,1447,9.76,43,08:33:07.871,1
17,2021-03-19,1447,9.76,46,08:33:12.883,1
18,2021-03-19,1447,9.76,46,08:33:22.907,1
19,2021-03-19,1447,9.76,47,08:33:32.933,1
20,2021-03-19,1447,9.76,71,08:33:37.947,1
21,2021-03-19,1447,9.76,71,08:33:52.987,1
22,2021-03-19,1447,9.76,71,08:37:53.802,1
23,2021-03-19,1447,10.0,511,08:38:18.910,1
24,2021-03-19,1447,10.1,831,08:38:38.992,1
25,2021-03-19,1447,10.1,831,08:38:49.027,1
26,2021-03-19,1447,10.1,831,08:38:54.045,1
27,2021-03-19,1447,10.1,831,08:38:59.062,1
28,2021-03-19,1447,10.1,831,08:39:04.080,1
29,2021-03-19,1447,10.1,831,08:39:09.099,1
30,2021-03-19,1447,10.1,831,08:39:24.155,1
31,2021-03-19,1447,10.1,831,08:39:34.191,1
32,2021-03-19,1447,10.1,831,08:39:39.211,1
33,2021-03-19,1447,10.1,831,08:39:44.232,1
34,2021-03-19,1447,10.1,831,08:39:49.250,1
35,2021-03-19,1447,10.1,831,08:39:54.266,1
36,2021-03-19,1447,10.0,511,08:40:04.303,1
37,2021-03-19,1447,10.1,879,08:40:14.342,1
38,2021-03-19,1447,10.1,879,08:40:19.361,1
39,2021-03-19,1447,10.1,879,08:40:24.380,1
40,2021-03-19,1447,10.1,879,08:40:34.419,1
41,2021-03-19,1447,10.1,872,08:40:39.438,1
42,2021-03-19,1447,10.1,872,08:40:44.458,1
43,2021-03-19,1447,10.1,872,08:40:49.475,1
44,2021-03-19,1447,10.1,872,08:40:54.494,1
45,2021-03-19,1447,10.1,872,08:41:04.530,1
46,2021-03-19,1447,10.1,872,08:41:09.546,1
47,2021-03-19,1447,10.1,872,08:41:14.564,1
48,2021-03-19,1447,10.1,872,08:41:19.584,1
49,2021-03-19,1447,10.1,872,08:41:24.602,1
50,2021-03-19,1447,10.1,872,08:41:29.624,1
51,2021-03-19,1447,10.1,872,08:41:39.663,1
52,2021-03-19,1447,10.1,872,08:41:54.723,1
53,2021-03-19,1447,10.1,872,08:41:59.742,1
54,2021-03-19,1447,10.1,872,08:42:04.762,1
55,2021-03-19,1447,10.1,872,08:42:14.798,1
56,2021-03-19,1447,10.1,872,08:42:24.837,1
57,2021-03-19,1447,10.1,872,08:42:35.199,1
58,2021-03-19,1447,10.1,872,08:42:40.389,1
59,2021-03-19,1447,10.1,872,08:42:55.592,1
60,2021-03-19,1447,10.1,872,08:43:00.600,1
61,2021-03-19,1447,10.1,872,08:43:15.628,1
62,2021-03-19,1447,10.1,872,08:43:20.642,1
63,2021-03-19,1447,10.1,872,08:43:25.655,1
64,2021-03-19,1447,10.1,872,08:43:30.667,1
65,2021-03-19,1447,10.1,872,08:43:35.679,1
66,2021-03-19,1447,10.1,872,08:43:40.691,1
67,2021-03-19,1447,10.1,872,08:43:45.703,1
68,2021-03-19,1447,10.1,872,08:43:50.719,1
69,2021-03-19,1447,10.1,872,08:44:20.795,1
70,2021-03-19,1447,10.1,872,08:44:45.864,1
71,2021-03-19,1447,10.1,872,08:44:50.879,1
72,2021-03-19,1447,10.1,872,08:44:55.893,1
73,2021-03-19,1447,10.1,872,08:45:10.934,1
74,2021-03-19,1447,10.1,872,08:45:30.987,1
75,2021-03-19,1447,10.1,872,08:45:41.016,1
76,2021-03-19,1447,10.1,872,08:45:46.031,1
77,2021-03-19,1447,10.1,872,08:45:51.045,1
78,2021-03-19,1447,10.1,872,08:45:56.058,1
79,2021-03-19,1447,10.1,872,08:46:01.073,1
80,2021-03-19,1447,10.1,872,08:46:06.086,1
81,2021-03-19,1447,10.1,872,08:46:16.112,1
82,2021-03-19,1447,10.1,872,08:46:21.127,1
83,2021-03-19,1447,10.1,872,08:46:31.154,1
84,2021-03-19,1447,10.1,872,08:46:36.168,1
85,2021-03-19,1447,10.1,872,08:46:41.182,1
86,2021-03-19,1447,10.1,872,08:46:51.211,1
87,2021-03-19,1447,10.1,872,08:46:56.226,1
88,2021-03-19,1447,10.1,872,08:47:01.238,1
89,2021-03-19,1447,10.1,872,08:47:11.267,1
90,2021-03-19,1447,10.1,872,08:47:16.282,1
91,2021-03-19,1447,10.1,872,08:47:21.296,1
92,2021-03-19,1447,10.1,872,08:47:26.314,1
93,2021-03-19,1447,10.1,872,08:47:36.425,1
94,2021-03-19,1447,10.1,872,08:47:46.500,1
95,2021-03-19,1447,10.1,872,08:47:51.528,1
96,2021-03-19,1447,10.1,867,08:48:01.576,1
97,2021-03-19,1447,10.1,867,08:48:06.599,1
98,2021-03-19,1447,10.1,867,08:48:11.620,1
99,2021-03-19,1447,10.1,867,08:48:21.662,1
100,2021-03-19,1447,10.1,852,08:48:26.682,1
101,2021-03-19,1447,10.1,852,08:48:31.703,1
102,2021-03-19,1447,10.1,852,08:48:36.723,1
103,2021-03-19,1447,10.1,852,08:48:46.763,1
104,2021-03-19,1447,10.1,852,08:48:56.802,1
105,2021-03-19,1447,10.1,799,08:49:01.821,1
106,2021-03-19,1447,10.1,799,08:49:16.879,1
107,2021-03-19,1447,10.1,799,08:49:31.934,1
108,2021-03-19,1447,10.05,705,08:49:41.971,1
109,2021-03-19,1447,10.05,705,08:49:52.008,1
110,2021-03-19,1447,10.05,707,08:49:57.027,1
111,2021-03-19,1447,10.05,707,08:50:02.046,1
112,2021-03-19,1447,10.05,707,08:50:12.086,1
113,2021-03-19,1447,10.05,701,08:50:17.104,1
114,2021-03-19,1447,10.05,701,08:50:22.122,1
115,2021-03-19,1447,10.05,701,08:50:27.140,1
116,2021-03-19,1447,10.05,701,08:50:32.158,1
117,2021-03-19,1447,10.05,738,08:50:37.178,1
118,2021-03-19,1447,10.05,738,08:50:42.196,1
119,2021-03-19,1447,10.0,538,08:50:47.216,1
120,2021-03-19,1447,10.0,501,08:50:52.235,1
121,2021-03-19,1447,10.0,501,08:50:57.254,1
122,2021-03-19,1447,10.1,872,08:51:02.272,1
123,2021-03-19,1447,10.1,872,08:51:07.291,1
124,2021-03-19,1447,10.1,872,08:51:17.329,1
125,2021-03-19,1447,10.1,872,08:51:22.349,1
126,2021-03-19,1447,10.1,872,08:51:27.369,1
127,2021-03-19,1447,10.1,872,08:51:32.388,1
128,2021-03-19,1447,10.1,872,08:51:37.407,1
129,2021-03-19,1447,10.1,872,08:51:42.425,1
130,2021-03-19,1447,10.1,872,08:51:47.442,1
131,2021-03-19,1447,10.05,801,08:52:02.498,1
132,2021-03-19,1447,10.05,801,08:52:07.517,1
133,2021-03-19,1447,10.0,612,08:52:12.536,1
134,2021-03-19,1447,9.99,412,08:52:17.552,1
135,2021-03-19,1447,9.99,412,08:52:22.570,1
136,2021-03-19,1447,9.95,212,08:52:27.571,1
137,2021-03-19,1447,9.9,112,08:52:32.747,1
138,2021-03-19,1447,9.81,14,08:52:37.932,1
139,2021-03-19,1447,9.8,22,08:52:53.132,1
140,2021-03-19,1447,9.8,23,08:52:58.140,1
141,2021-03-19,1447,9.8,23,08:53:13.173,1
142,2021-03-19,1447,9.8,25,08:53:23.197,1
143,2021-03-19,1447,9.8,26,08:53:28.212,1
144,2021-03-19,1447,9.8,26,08:53:38.239,1
145,2021-03-19,1447,9.8,26,08:53:48.266,1
146,2021-03-19,1447,9.8,27,08:54:18.352,1
147,2021-03-19,1447,9.8,27,08:54:23.368,1
148,2021-03-19,1447,9.8,27,08:54:33.396,1
149,2021-03-19,1447,9.81,29,08:54:43.426,1
150,2021-03-19,1447,9.81,29,08:54:53.453,1
151,2021-03-19,1447,9.81,29,08:55:08.497,1
152,2021-03-19,1447,9.82,29,08:55:13.511,1
153,2021-03-19,1447,9.83,29,08:55:18.525,1
154,2021-03-19,1447,9.83,30,08:55:23.539,1
155,2021-03-19,1447,9.84,37,08:55:28.553,1
156,2021-03-19,1447,9.85,43,08:55:33.567,1
157,2021-03-19,1447,9.86,80,08:55:38.581,1
158,2021-03-19,1447,9.87,85,08:55:53.625,1
159,2021-03-19,1447,9.88,104,08:56:03.649,1
160,2021-03-19,1447,9.9,141,08:56:08.665,1
161,2021-03-19,1447,9.91,141,08:56:18.687,1
162,2021-03-19,1447,9.92,146,08:56:23.701,1
163,2021-03-19,1447,9.92,146,08:56:28.712,1
164,2021-03-19,1447,9.93,150,08:56:33.725,1
165,2021-03-19,1447,9.94,180,08:56:38.737,1
166,2021-03-19,1447,9.94,199,08:56:43.749,1
167,2021-03-19,1447,9.95,287,08:56:48.765,1
168,2021-03-19,1447,9.95,289,08:56:53.776,1
169,2021-03-19,1447,9.96,320,08:56:58.790,1
170,2021-03-19,1447,9.97,348,08:57:03.804,1
171,2021-03-19,1447,9.97,359,08:57:08.818,1
172,2021-03-19,1447,9.97,359,08:57:13.833,1
173,2021-03-19,1447,9.97,359,08:57:18.846,1
174,2021-03-19,1447,9.98,420,08:57:23.861,1
175,2021-03-19,1447,9.98,420,08:57:28.903,1
176,2021-03-19,1447,9.98,420,08:57:33.963,1
177,2021-03-19,1447,9.98,420,08:57:39.007,1
178,2021-03-19,1447,9.98,422,08:57:44.043,1
179,2021-03-19,1447,9.98,423,08:57:49.076,1
180,2021-03-19,1447,9.98,443,08:57:54.105,1
181,2021-03-19,1447,9.98,444,08:57:59.130,1
182,2021-03-19,1447,9.98,443,08:58:04.155,1
183,2021-03-19,1447,9.97,352,08:58:09.177,1
184,2021-03-19,1447,9.94,184,08:58:14.199,1
185,2021-03-19,1447,9.94,191,08:58:19.220,1
186,2021-03-19,1447,9.84,34,08:58:24.239,1
187,2021-03-19,1447,9.84,39,08:58:29.261,1
188,2021-03-19,1447,9.84,39,08:58:44.317,1
189,2021-03-19,1447,9.84,39,08:58:49.335,1
190,2021-03-19,1447,9.81,36,08:58:54.353,1
191,2021-03-19,1447,9.81,36,08:59:04.393,1
192,2021-03-19,1447,9.8,46,08:59:19.450,1
193,2021-03-19,1447,9.8,46,08:59:24.470,1
194,2021-03-19,1447,9.8,50,08:59:29.489,1
195,2021-03-19,1447,9.8,52,08:59:39.527,1
196,2021-03-19,1447,9.8,52,08:59:49.565,1
197,2021-03-19,1447,9.8,55,08:59:54.585,1
198,2021-03-19,1447,9.8,54,08:59:59.604,1
199,2021-03-19,1447,9.8,84,09:00:06.630,1
200,2021-03-19,1447,9.78,5,09:00:23.101,2
201,2021-03-19,1447,9.77,11,09:00:29.118,2
202,2021-03-19,1447,9.76,17,09:00:29.147,2
203,2021-03-19,1447,9.75,3,09:00:30.453,2
204,2021-03-19,1447,9.75,4,09:00:57.422,1
205,2021-03-19,1447,9.75,1,09:00:58.977,0
206,2021-03-19,1447,9.76,10,09:00:59.229,1
207,2021-03-19,1447,9.75,8,09:01:05.355,2
208,2021-03-19,1447,9.75,4,09:01:08.805,1
209,2021-03-19,1447,9.75,4,09:01:14.177,0
210,2021-03-19,1447,9.75,1,09:01:28.970,0
211,2021-03-19,1447,9.76,10,09:01:29.012,1
212,2021-03-19,1447,9.76,2,09:01:45.638,1
213,2021-03-19,1447,9.76,8,09:01:47.706,2
214,2021-03-19,1447,9.77,9,09:01:47.739,1
215,2021-03-19,1447,9.79,1,09:02:45.028,1
216,2021-03-19,1447,9.8,1,09:02:46.469,1
217,2021-03-19,1447,9.79,1,09:02:47.405,2
218,2021-03-19,1447,9.79,10,09:03:13.578,2
219,2021-03-19,1447,9.8,5,09:03:14.164,1
220,2021-03-19,1447,9.79,4,09:03:20.787,2
221,2021-03-19,1447,9.79,6,09:03:22.459,2
222,2021-03-19,1447,9.79,1,09:03:22.548,0
223,2021-03-19,1447,9.8,10,09:03:25.876,1
224,2021-03-19,1447,9.8,20,09:03:25.914,0
225,2021-03-19,1447,9.8,7,09:03:44.270,2
226,2021-03-19,1447,9.8,3,09:03:44.306,0
227,2021-03-19,1447,9.8,1,09:04:09.117,2
228,2021-03-19,1447,9.8,1,09:04:09.206,0
229,2021-03-19,1447,9.79,5,09:04:34.013,2
230,2021-03-19,1447,9.78,1,09:04:50.457,2
231,2021-03-19,1447,9.78,7,09:04:50.493,0
232,2021-03-19,1447,9.79,2,09:04:53.007,1
233,2021-03-19,1447,9.77,3,09:05:14.894,2
234,2021-03-19,1447,9.77,11,09:05:14.930,0
235,2021-03-19,1447,9.75,1,09:05:41.451,2
236,2021-03-19,1447,9.76,1,09:06:19.594,1
237,2021-03-19,1447,9.79,1,09:06:19.752,1
238,2021-03-19,1447,9.78,1,09:06:41.859,2
239,2021-03-19,1447,9.79,1,09:06:48.205,1
240,2021-03-19,1447,9.78,1,09:06:49.611,2
241,2021-03-19,1447,9.78,1,09:06:57.122,2
242,2021-03-19,1447,9.78,1,09:06:57.222,2
243,2021-03-19,1447,9.78,1,09:06:58.154,2
244,2021-03-19,1447,9.78,1,09:07:06.070,2
245,2021-03-19,1447,9.78,1,09:07:15.704,2
246,2021-03-19,1447,9.79,14,09:07:31.807,1
247,2021-03-19,1447,9.79,14,09:07:45.019,2
248,2021-03-19,1447,9.79,1,09:07:45.167,2
249,2021-03-19,1447,9.75,7,09:07:51.763,2
250,2021-03-19,1447,9.75,1,09:07:55.899,2
251,2021-03-19,1447,9.78,2,09:07:59.648,1
252,2021-03-19,1447,9.76,2,09:08:10.543,2
253,2021-03-19,1447,9.76,1,09:08:26.995,1
254,2021-03-19,1447,9.76,1,09:08:27.959,1
255,2021-03-19,1447,9.75,10,09:08:28.923,2
256,2021-03-19,1447,9.76,1,09:09:15.624,1
257,2021-03-19,1447,9.76,1,09:09:43.242,2
258,2021-03-19,1447,9.76,2,09:09:49.424,0
259,2021-03-19,1447,9.76,8,09:09:58.351,2
260,2021-03-19,1447,9.76,2,09:10:29.415,0
261,2021-03-19,1447,9.76,1,09:10:57.790,1
262,2021-03-19,1447,9.76,1,09:11:06.899,1
263,2021-03-19,1447,9.76,1,09:11:09.076,1
264,2021-03-19,1447,9.76,2,09:11:10.416,1
265,2021-03-19,1447,9.76,5,09:11:17.637,1
266,2021-03-19,1447,9.75,10,09:11:32.190,2
267,2021-03-19,1447,9.75,10,09:11:42.735,2
268,2021-03-19,1447,9.75,10,09:11:51.696,2
269,2021-03-19,1447,9.75,11,09:11:51.716,1
270,2021-03-19,1447,9.74,1,09:11:51.801,2
271,2021-03-19,1447,9.75,1,09:11:51.846,1
272,2021-03-19,1447,9.74,3,09:12:08.589,2
273,2021-03-19,1447,9.75,1,09:12:08.989,1
274,2021-03-19,1447,9.75,1,09:12:27.772,1
275,2021-03-19,1447,9.75,2,09:12:30.257,1
276,2021-03-19,1447,9.75,8,09:12:44.495,2
277,2021-03-19,1447,9.75,1,09:13:00.073,2
278,2021-03-19,1447,9.75,1,09:13:26.134,2
279,2021-03-19,1447,9.76,1,09:13:28.775,1
280,2021-03-19,1447,9.75,10,09:13:29.605,2
281,2021-03-19,1447,9.74,3,09:13:35.928,2
282,2021-03-19,1447,9.74,3,09:13:36.160,2
283,2021-03-19,1447,9.74,1,09:13:36.298,2
284,2021-03-19,1447,9.74,10,09:13:58.843,2
285,2021-03-19,1447,9.74,1,09:14:13.531,2
286,2021-03-19,1447,9.74,1,09:14:17.141,1
287,2021-03-19,1447,9.74,1,09:14:19.951,1
288,2021-03-19,1447,9.74,3,09:14:22.067,1
289,2021-03-19,1447,9.73,2,09:14:34.730,2
290,2021-03-19,1447,9.73,10,09:14:44.759,2
291,2021-03-19,1447,9.73,1,09:14:47.958,2
292,2021-03-19,1447,9.73,6,09:14:50.551,2
