date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,datetime,stockid,userid,artid,reply,likes
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 13:57,6104.0,1143565.0,129799802.0,5.0,9.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 13:53,6104.0,10523343.0,129799094.0,6.0,14.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 13:48,6104.0,10277028.0,129797888.0,2.0,5.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 13:33,6104.0,5461828.0,129795277.0,5.0,8.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 13:29,6104.0,10582854.0,129794662.0,3.0,4.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 13:21,6104.0,5825244.0,129793416.0,8.0,12.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 13:18,6104.0,4918859.0,129792931.0,0.0,4.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 13:14,6104.0,7328285.0,129792401.0,3.0,1.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 13:01,6104.0,5309997.0,129790541.0,7.0,8.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 13:01,6104.0,5590577.0,129790475.0,1.0,5.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 12:58,6104.0,5203481.0,129789884.0,0.0,5.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 12:53,6104.0,819484.0,129789280.0,5.0,19.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 12:43,6104.0,699303.0,129787654.0,16.0,9.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 12:43,6104.0,4743033.0,129787627.0,0.0,8.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 12:42,6104.0,1245119.0,129787552.0,0.0,2.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 12:38,6104.0,10582854.0,129786971.0,9.0,1.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 12:37,6104.0,5963125.0,129786738.0,0.0,2.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 12:30,6104.0,5118930.0,129785912.0,12.0,8.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 12:25,6104.0,4562850.0,129785037.0,0.0,10.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 12:24,6104.0,6422307.0,129784846.0,2.0,15.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 12:21,6104.0,1086135.0,129784479.0,13.0,23.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 12:20,6104.0,5808051.0,129784364.0,1.0,4.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 12:19,6104.0,5477459.0,129784142.0,3.0,6.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 12:18,6104.0,10582854.0,129784075.0,0.0,3.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 12:18,6104.0,5613090.0,129784038.0,1.0,9.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 12:17,6104.0,7860915.0,129783925.0,0.0,10.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 12:05,6104.0,1537285.0,129782134.0,1.0,6.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 12:01,6104.0,10582854.0,129781466.0,3.0,4.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 11:54,6104.0,10582854.0,129780304.0,0.0,4.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 11:47,6104.0,10582854.0,129779194.0,0.0,5.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 11:19,6104.0,12850687.0,129774959.0,7.0,18.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 11:00,6104.0,5118930.0,129771466.0,2.0,8.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 10:26,6104.0,5808051.0,129765784.0,0.0,3.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 10:22,6104.0,11181836.0,129765067.0,3.0,0.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 10:17,6104.0,4562850.0,129764222.0,2.0,19.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 09:54,6104.0,4918859.0,129759438.0,0.0,1.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 09:46,6104.0,4654976.0,129757892.0,3.0,5.0
2021-08-10,6104,17516000,1998594500,121.0,123.5,110.0,110.0,-12.0,9329,2021/08/10 09:43,6104.0,8712495.0,129757496.0,0.0,4.0
