date,stock_id,deal_price,volume,Time,TickType
2021-01-22,2603,31.8,8,09:03:00.321,2
2021-01-22,2603,31.8,1,09:03:00.345,2
2021-01-22,2603,31.8,1,09:03:00.349,2
2021-01-22,2603,31.85,5,09:03:00.359,1
2021-01-22,2603,31.8,2,09:03:00.402,2
2021-01-22,2603,31.9,10,09:03:00.426,1
2021-01-22,2603,31.8,1,09:03:00.432,2
2021-01-22,2603,31.85,5,09:03:00.524,1
2021-01-22,2603,31.8,2,09:03:00.528,2
2021-01-22,2603,31.8,5,09:03:00.562,2
2021-01-22,2603,31.8,14,09:03:00.582,1
2021-01-22,2603,31.8,1,09:03:00.613,0
2021-01-22,2603,31.8,20,09:03:00.783,2
2021-01-22,2603,31.8,1,09:03:00.814,2
2021-01-22,2603,31.8,2,09:03:00.816,2
2021-01-22,2603,31.85,3,09:03:00.851,1
2021-01-22,2603,31.85,13,09:03:00.892,2
2021-01-22,2603,31.85,3,09:03:00.904,2
2021-01-22,2603,31.85,2,09:03:00.935,2
2021-01-22,2603,31.85,1,09:03:00.937,2
2021-01-22,2603,31.85,1,09:03:01.149,2
2021-01-22,2603,31.85,1,09:03:01.183,2
2021-01-22,2603,31.85,1,09:03:01.291,2
2021-01-22,2603,31.85,1,09:03:01.314,2
2021-01-22,2603,31.85,1,09:03:01.389,2
2021-01-22,2603,31.85,1,09:03:01.495,2
2021-01-22,2603,31.85,1,09:03:01.507,2
2021-01-22,2603,31.85,10,09:03:01.525,2
2021-01-22,2603,31.85,1,09:03:01.545,2
2021-01-22,2603,31.85,2,09:03:01.549,2
2021-01-22,2603,31.85,3,09:03:01.559,2
2021-01-22,2603,31.85,10,09:03:01.662,2
2021-01-22,2603,31.85,25,09:03:01.678,0
2021-01-22,2603,31.8,20,09:03:01.780,2
2021-01-22,2603,31.9,5,09:03:01.787,1
2021-01-22,2603,31.85,5,09:03:02.010,2
2021-01-22,2603,31.85,2,09:03:02.028,2
2021-01-22,2603,31.85,3,09:03:02.110,0
2021-01-22,2603,31.85,2,09:03:02.209,1
2021-01-22,2603,31.85,1,09:03:02.224,2
2021-01-22,2603,31.9,1,09:03:02.316,1
2021-01-22,2603,31.85,1,09:03:02.426,2
2021-01-22,2603,31.85,5,09:03:02.430,2
2021-01-22,2603,31.9,8,09:03:02.512,1
2021-01-22,2603,31.85,1,09:03:02.525,2
2021-01-22,2603,31.8,2,09:03:02.564,2
2021-01-22,2603,31.8,1,09:03:02.690,2
2021-01-22,2603,31.9,1,09:03:02.828,1
2021-01-22,2603,31.8,10,09:03:02.864,2
2021-01-22,2603,31.8,6,09:03:02.982,1
2021-01-22,2603,31.8,8,09:03:03.015,0
2021-01-22,2603,31.8,2,09:03:03.326,2
2021-01-22,2603,31.8,1,09:03:03.337,0
2021-01-22,2603,31.8,1,09:03:03.424,2
2021-01-22,2603,31.8,5,09:03:03.430,1
2021-01-22,2603,31.8,1,09:03:03.449,1
2021-01-22,2603,31.75,1,09:03:03.475,2
2021-01-22,2603,31.8,1,09:03:03.769,1
2021-01-22,2603,31.8,29,09:03:03.777,0
2021-01-22,2603,31.8,2,09:03:04.029,0
2021-01-22,2603,31.85,2,09:03:04.146,1
2021-01-22,2603,31.85,1,09:03:04.289,0
2021-01-22,2603,31.9,1,09:03:04.447,1
2021-01-22,2603,31.85,3,09:03:04.532,2
2021-01-22,2603,31.9,1,09:03:04.599,1
2021-01-22,2603,31.85,1,09:03:04.614,2
2021-01-22,2603,31.85,2,09:03:04.617,2
2021-01-22,2603,31.85,7,09:03:04.638,0
2021-01-22,2603,31.75,2,09:03:04.675,2
2021-01-22,2603,31.8,3,09:03:04.680,1
2021-01-22,2603,31.8,5,09:03:05.067,1
2021-01-22,2603,31.8,3,09:03:05.100,1
2021-01-22,2603,31.8,3,09:03:05.110,1
2021-01-22,2603,31.75,5,09:03:05.128,2
2021-01-22,2603,31.8,3,09:03:05.253,1
2021-01-22,2603,31.8,2,09:03:05.446,1
2021-01-22,2603,31.8,1,09:03:05.452,1
2021-01-22,2603,31.8,3,09:03:05.641,0
2021-01-22,2603,31.85,6,09:03:05.713,0
2021-01-22,2603,31.85,1,09:03:05.841,2
2021-01-22,2603,31.85,2,09:03:06.062,2
2021-01-22,2603,31.85,1,09:03:06.456,2
2021-01-22,2603,31.85,2,09:03:06.464,2
2021-01-22,2603,31.85,2,09:03:06.600,2
2021-01-22,2603,31.85,5,09:03:06.712,2
2021-01-22,2603,31.85,1,09:03:06.841,2
2021-01-22,2603,31.85,1,09:03:06.939,0
2021-01-22,2603,31.8,10,09:03:06.971,2
2021-01-22,2603,31.8,10,09:03:07.160,2
2021-01-22,2603,31.8,2,09:03:07.328,2
2021-01-22,2603,31.85,1,09:03:07.442,1
2021-01-22,2603,31.8,5,09:03:07.524,2
2021-01-22,2603,31.8,2,09:03:07.737,2
2021-01-22,2603,31.8,1,09:03:08.054,2
2021-01-22,2603,31.8,10,09:03:08.720,2
2021-01-22,2603,31.85,1,09:03:08.781,1
2021-01-22,2603,31.8,1,09:03:08.974,2
2021-01-22,2603,31.8,20,09:03:09.279,2
2021-01-22,2603,31.8,2,09:03:09.936,2
2021-01-22,2603,31.8,10,09:03:09.992,2
2021-01-22,2603,31.8,1,09:03:10.048,2
2021-01-22,2603,31.85,115,09:03:10.682,1
2021-01-22,2603,31.85,1,09:03:10.748,0
2021-01-22,2603,31.8,50,09:03:10.794,2
2021-01-22,2603,31.9,1,09:03:10.826,1
2021-01-22,2603,31.85,1,09:03:10.902,2
2021-01-22,2603,31.85,1,09:03:10.973,2
2021-01-22,2603,31.85,2,09:03:11.004,2
2021-01-22,2603,31.85,2,09:03:11.123,1
2021-01-22,2603,31.85,1,09:03:11.148,0
2021-01-22,2603,31.8,1,09:03:11.183,2
2021-01-22,2603,31.8,1,09:03:11.224,2
2021-01-22,2603,31.85,1,09:03:11.279,1
2021-01-22,2603,31.85,1,09:03:11.296,1
2021-01-22,2603,31.8,5,09:03:11.604,2
2021-01-22,2603,31.85,1,09:03:11.641,1
2021-01-22,2603,31.85,1,09:03:11.854,2
2021-01-22,2603,31.9,2,09:03:11.940,1
2021-01-22,2603,31.85,1,09:03:11.965,2
2021-01-22,2603,31.85,3,09:03:12.078,2
2021-01-22,2603,31.85,1,09:03:12.171,2
2021-01-22,2603,31.85,1,09:03:12.216,2
2021-01-22,2603,31.85,5,09:03:12.313,2
2021-01-22,2603,31.9,1,09:03:12.366,1
2021-01-22,2603,31.85,1,09:03:12.601,2
2021-01-22,2603,31.85,1,09:03:12.627,0
2021-01-22,2603,31.9,313,09:03:12.720,1
2021-01-22,2603,31.9,30,09:03:12.765,0
2021-01-22,2603,31.95,2,09:03:12.780,1
2021-01-22,2603,31.85,5,09:03:13.594,2
2021-01-22,2603,31.85,10,09:03:13.667,2
2021-01-22,2603,31.85,40,09:03:13.946,2
2021-01-22,2603,31.85,1,09:03:14.062,2
2021-01-22,2603,31.85,10,09:03:14.310,2
2021-01-22,2603,31.85,2,09:03:14.333,2
2021-01-22,2603,31.9,1,09:03:14.383,1
2021-01-22,2603,31.9,1,09:03:14.530,2
2021-01-22,2603,31.9,1,09:03:14.626,0
2021-01-22,2603,31.95,5,09:03:14.742,1
2021-01-22,2603,31.85,1,09:03:14.790,2
2021-01-22,2603,31.9,1,09:03:15.230,1
2021-01-22,2603,31.85,1,09:03:15.235,2
2021-01-22,2603,31.85,1,09:03:15.279,2
2021-01-22,2603,31.9,5,09:03:15.505,1
2021-01-22,2603,31.85,1,09:03:15.530,2
2021-01-22,2603,31.85,2,09:03:15.642,2
2021-01-22,2603,31.85,10,09:03:15.756,2
2021-01-22,2603,31.85,1,09:03:15.885,2
2021-01-22,2603,31.9,1,09:03:15.900,1
2021-01-22,2603,31.9,1,09:03:15.984,1
2021-01-22,2603,31.9,3,09:03:16.097,2
2021-01-22,2603,31.95,139,09:03:16.121,1
2021-01-22,2603,31.9,7,09:03:16.137,2
2021-01-22,2603,31.85,1,09:03:16.159,2
2021-01-22,2603,31.9,1,09:03:16.396,1
2021-01-22,2603,31.9,2,09:03:16.507,2
2021-01-22,2603,31.9,1,09:03:16.837,2
2021-01-22,2603,31.9,2,09:03:16.968,2
2021-01-22,2603,31.9,1,09:03:17.100,2
2021-01-22,2603,31.9,5,09:03:17.175,2
2021-01-22,2603,31.9,1,09:03:17.590,2
2021-01-22,2603,31.9,2,09:03:17.771,2
2021-01-22,2603,31.9,1,09:03:17.953,2
2021-01-22,2603,31.9,3,09:03:18.090,2
2021-01-22,2603,31.9,20,09:03:18.104,2
2021-01-22,2603,31.9,1,09:03:18.281,2
2021-01-22,2603,31.9,1,09:03:18.396,2
2021-01-22,2603,31.9,1,09:03:18.471,2
2021-01-22,2603,31.9,5,09:03:18.669,2
2021-01-22,2603,31.95,1,09:03:18.679,1
2021-01-22,2603,31.9,17,09:03:18.790,2
2021-01-22,2603,31.85,1,09:03:18.809,2
2021-01-22,2603,31.95,1,09:03:18.990,1
2021-01-22,2603,31.9,1,09:03:19.095,2
2021-01-22,2603,31.9,2,09:03:19.183,0
2021-01-22,2603,31.85,3,09:03:19.379,2
2021-01-22,2603,31.85,1,09:03:19.390,2
2021-01-22,2603,31.9,1,09:03:19.609,1
2021-01-22,2603,31.9,10,09:03:19.694,0
2021-01-22,2603,31.85,2,09:03:19.798,1
2021-01-22,2603,31.9,2,09:03:19.915,1
2021-01-22,2603,31.85,20,09:03:19.942,2
2021-01-22,2603,31.85,1,09:03:20.251,2
2021-01-22,2603,31.9,1,09:03:20.257,1
2021-01-22,2603,31.9,5,09:03:20.288,2
2021-01-22,2603,31.9,5,09:03:20.378,0
2021-01-22,2603,31.95,1,09:03:20.560,1
2021-01-22,2603,31.95,1,09:03:20.646,1
2021-01-22,2603,31.9,3,09:03:21.290,2
2021-01-22,2603,31.85,1,09:03:21.390,1
2021-01-22,2603,31.9,1,09:03:21.492,1
2021-01-22,2603,31.9,1,09:03:21.545,0
2021-01-22,2603,31.9,2,09:03:21.609,1
2021-01-22,2603,31.9,2,09:03:21.762,0
2021-01-22,2603,31.85,2,09:03:21.889,2
2021-01-22,2603,31.95,6,09:03:21.923,1
2021-01-22,2603,31.9,1,09:03:22.099,2
2021-01-22,2603,31.9,6,09:03:22.124,0
2021-01-22,2603,31.8,2,09:03:22.410,2
2021-01-22,2603,31.9,1,09:03:22.796,1
2021-01-22,2603,31.9,4,09:03:22.810,0
2021-01-22,2603,31.95,2,09:03:22.885,1
2021-01-22,2603,31.95,5,09:03:23.281,1
2021-01-22,2603,31.95,1,09:03:23.927,1
2021-01-22,2603,31.95,2,09:03:23.957,1
2021-01-22,2603,31.9,1,09:03:25.348,2
2021-01-22,2603,31.95,60,09:03:25.541,1
2021-01-22,2603,31.95,1,09:03:25.696,1
2021-01-22,2603,31.95,5,09:03:25.810,1
2021-01-22,2603,31.95,23,09:03:26.226,0
2021-01-22,2603,31.9,2,09:03:26.270,2
2021-01-22,2603,31.9,1,09:03:26.315,2
2021-01-22,2603,32,1,09:03:26.597,1
2021-01-22,2603,31.95,10,09:03:26.775,2
2021-01-22,2603,31.95,13,09:03:27.000,0
2021-01-22,2603,31.95,5,09:03:27.371,1
2021-01-22,2603,31.95,1,09:03:27.550,1
2021-01-22,2603,31.9,2,09:03:27.556,2
2021-01-22,2603,31.9,3,09:03:28.029,2
2021-01-22,2603,31.95,2,09:03:28.408,1
2021-01-22,2603,31.95,1,09:03:28.934,1
2021-01-22,2603,31.95,10,09:03:29.486,1
2021-01-22,2603,31.9,4,09:03:29.525,2
2021-01-22,2603,31.9,5,09:03:29.647,2
2021-01-22,2603,31.95,20,09:03:29.949,1
2021-01-22,2603,31.95,20,09:03:29.981,0
2021-01-22,2603,31.9,2,09:03:30.063,2
2021-01-22,2603,31.95,1,09:03:30.131,1
2021-01-22,2603,32,5,09:03:30.495,1
2021-01-22,2603,31.95,2,09:03:30.690,2
2021-01-22,2603,31.95,1,09:03:30.841,2
2021-01-22,2603,32,2,09:03:30.861,1
2021-01-22,2603,31.95,1,09:03:30.965,2
2021-01-22,2603,31.95,9,09:03:31.023,2
2021-01-22,2603,32,1,09:03:31.153,1
2021-01-22,2603,31.95,2,09:03:31.300,2
2021-01-22,2603,31.9,5,09:03:31.536,2
2021-01-22,2603,31.95,1,09:03:31.932,1
2021-01-22,2603,31.9,2,09:03:32.212,2
2021-01-22,2603,31.9,10,09:03:32.260,2
2021-01-22,2603,32,1,09:03:32.308,1
2021-01-22,2603,32,1,09:03:32.590,1
2021-01-22,2603,31.95,1,09:03:32.647,2
2021-01-22,2603,31.95,1,09:03:32.671,0
2021-01-22,2603,31.9,1,09:03:32.725,2
2021-01-22,2603,31.95,1,09:03:33.213,1
2021-01-22,2603,31.95,1,09:03:33.447,0
2021-01-22,2603,32,1,09:03:34.047,1
2021-01-22,2603,32,2,09:03:34.351,1
2021-01-22,2603,32,6,09:03:34.985,1
2021-01-22,2603,31.95,5,09:03:35.483,2
2021-01-22,2603,31.95,2,09:03:35.900,2
2021-01-22,2603,32,1,09:03:36.078,1
2021-01-22,2603,31.95,28,09:03:36.211,2
2021-01-22,2603,31.95,1,09:03:36.442,1
2021-01-22,2603,31.95,10,09:03:36.609,1
2021-01-22,2603,31.95,2,09:03:37.148,1
2021-01-22,2603,31.95,6,09:03:37.163,1
2021-01-22,2603,31.95,4,09:03:37.314,2
2021-01-22,2603,32,5,09:03:37.326,1
2021-01-22,2603,31.95,2,09:03:37.462,2
2021-01-22,2603,31.95,10,09:03:37.524,2
2021-01-22,2603,31.95,3,09:03:37.529,2
2021-01-22,2603,31.95,12,09:03:37.850,1
2021-01-22,2603,31.9,1,09:03:37.903,2
2021-01-22,2603,31.95,1,09:03:38.030,1
2021-01-22,2603,31.9,40,09:03:38.720,2
2021-01-22,2603,31.95,3,09:03:38.947,1
2021-01-22,2603,31.9,40,09:03:39.037,2
2021-01-22,2603,31.95,1,09:03:39.067,1
2021-01-22,2603,31.95,1,09:03:39.182,1
2021-01-22,2603,31.95,1,09:03:39.253,1
2021-01-22,2603,31.95,10,09:03:39.430,1
2021-01-22,2603,31.95,1,09:03:39.611,1
2021-01-22,2603,31.95,5,09:03:39.661,2
2021-01-22,2603,31.95,1,09:03:39.713,2
2021-01-22,2603,31.95,4,09:03:39.744,0
2021-01-22,2603,31.95,1,09:03:39.918,2
2021-01-22,2603,31.95,4,09:03:40.327,1
2021-01-22,2603,31.95,1,09:03:40.413,2
2021-01-22,2603,31.95,2,09:03:40.464,2
2021-01-22,2603,31.95,1,09:03:40.566,2
2021-01-22,2603,31.95,5,09:03:40.846,2
2021-01-22,2603,32,1,09:03:41.055,1
2021-01-22,2603,31.95,1,09:03:41.091,2
2021-01-22,2603,31.95,5,09:03:41.147,2
2021-01-22,2603,31.95,2,09:03:41.177,2
2021-01-22,2603,32,5,09:03:41.425,1
2021-01-22,2603,32,2,09:03:41.573,1
2021-01-22,2603,31.95,1,09:03:41.750,2
2021-01-22,2603,32,1,09:03:43.012,1
2021-01-22,2603,32,1,09:03:43.413,1
2021-01-22,2603,31.95,3,09:03:43.578,2
2021-01-22,2603,31.95,1,09:03:43.784,2
2021-01-22,2603,31.95,2,09:03:43.851,2
2021-01-22,2603,31.95,1,09:03:44.072,2
2021-01-22,2603,32,5,09:03:45.029,1
2021-01-22,2603,31.95,1,09:03:45.035,2
2021-01-22,2603,31.95,2,09:03:45.158,2
2021-01-22,2603,31.95,1,09:03:45.557,2
2021-01-22,2603,32,1,09:03:45.767,1
2021-01-22,2603,31.95,5,09:03:45.923,2
2021-01-22,2603,31.95,4,09:03:46.451,2
2021-01-22,2603,31.95,3,09:03:46.514,2
2021-01-22,2603,31.95,1,09:03:47.483,2
2021-01-22,2603,31.95,10,09:03:48.118,2
2021-01-22,2603,31.95,5,09:03:48.122,2
2021-01-22,2603,31.95,3,09:03:48.620,2
2021-01-22,2603,31.95,1,09:03:48.641,2
2021-01-22,2603,32,3,09:03:48.684,1
2021-01-22,2603,31.95,10,09:03:49.188,2
2021-01-22,2603,32,1,09:03:49.256,1
2021-01-22,2603,31.95,1,09:03:49.261,2
2021-01-22,2603,31.95,5,09:03:49.481,2
2021-01-22,2603,31.95,2,09:03:49.598,2
2021-01-22,2603,31.95,1,09:03:49.784,2
2021-01-22,2603,32,1,09:03:49.920,1
2021-01-22,2603,32,1,09:03:50.418,1
2021-01-22,2603,31.95,1,09:03:50.659,2
2021-01-22,2603,32,9,09:03:50.945,1
2021-01-22,2603,32,10,09:03:51.392,1
2021-01-22,2603,31.95,1,09:03:51.489,2
2021-01-22,2603,31.95,10,09:03:52.666,2
2021-01-22,2603,31.95,50,09:03:52.907,2
2021-01-22,2603,32,1,09:03:52.958,1
2021-01-22,2603,32,2,09:03:53.190,1
2021-01-22,2603,32,5,09:03:53.543,1
2021-01-22,2603,32,28,09:03:53.683,1
2021-01-22,2603,32,1,09:03:53.800,1
2021-01-22,2603,31.95,5,09:03:54.149,2
2021-01-22,2603,31.95,2,09:03:54.343,2
2021-01-22,2603,31.95,5,09:03:54.378,2
2021-01-22,2603,32,20,09:03:54.379,1
2021-01-22,2603,31.95,1,09:03:54.383,2
2021-01-22,2603,31.95,36,09:03:54.498,2
2021-01-22,2603,32,12,09:03:55.622,1
2021-01-22,2603,31.95,1,09:03:55.746,2
2021-01-22,2603,32,18,09:03:55.766,1
2021-01-22,2603,32,1,09:03:56.330,1
2021-01-22,2603,32,1,09:03:56.886,1
2021-01-22,2603,31.95,1,09:03:57.042,2
2021-01-22,2603,32,10,09:03:57.625,1
2021-01-22,2603,31.95,45,09:03:57.774,2
2021-01-22,2603,32,1,09:03:58.134,1
2021-01-22,2603,32,1,09:03:58.441,1
2021-01-22,2603,32,5,09:03:58.527,1
2021-01-22,2603,31.95,1,09:03:58.552,2
2021-01-22,2603,32,2,09:03:58.915,1
2021-01-22,2603,32,2,09:03:59.335,1
2021-01-22,2603,32,1,09:03:59.602,1
2021-01-22,2603,32,1,09:03:59.794,1
2021-01-22,2603,31.95,1,09:03:59.948,2
2021-01-22,2603,32,3,09:04:00.176,1
2021-01-22,2603,32,2,09:04:00.282,1
2021-01-22,2603,32,30,09:04:00.516,1
2021-01-22,2603,32,20,09:04:00.655,1
2021-01-22,2603,31.95,1,09:04:00.846,2
2021-01-22,2603,32,2,09:04:01.483,1
2021-01-22,2603,32,10,09:04:01.783,1
2021-01-22,2603,32,20,09:04:01.943,1
2021-01-22,2603,32,1,09:04:01.957,1
2021-01-22,2603,32,100,09:04:02.001,1
2021-01-22,2603,32,2,09:04:02.010,1
2021-01-22,2603,32,2,09:04:02.360,1
2021-01-22,2603,32,3,09:04:02.764,1
2021-01-22,2603,32,3,09:04:02.844,1
2021-01-22,2603,32,2,09:04:03.339,1
2021-01-22,2603,31.95,2,09:04:03.495,2
2021-01-22,2603,31.95,2,09:04:03.511,2
2021-01-22,2603,32,2,09:04:03.585,1
2021-01-22,2603,31.95,50,09:04:03.732,2
2021-01-22,2603,31.95,15,09:04:03.973,2
2021-01-22,2603,31.95,152,09:04:04.000,2
2021-01-22,2603,31.95,1,09:04:04.032,0
2021-01-22,2603,31.95,1,09:04:04.105,0
2021-01-22,2603,31.95,6,09:04:04.203,2
2021-01-22,2603,31.95,8,09:04:04.273,0
2021-01-22,2603,32,5,09:04:04.371,1
2021-01-22,2603,31.9,1,09:04:04.524,2
2021-01-22,2603,31.9,1,09:04:04.625,2
2021-01-22,2603,32,1,09:04:04.827,1
2021-01-22,2603,32,2,09:04:05.517,1
2021-01-22,2603,32,2,09:04:05.882,1
2021-01-22,2603,32,5,09:04:06.003,1
2021-01-22,2603,31.95,5,09:04:06.008,2
2021-01-22,2603,32,3,09:04:06.383,1
2021-01-22,2603,32,1,09:04:06.840,1
2021-01-22,2603,32,6,09:04:07.167,1
2021-01-22,2603,31.95,10,09:04:07.346,2
2021-01-22,2603,31.95,1,09:04:07.363,2
2021-01-22,2603,32,1,09:04:07.511,1
2021-01-22,2603,31.95,10,09:04:07.670,2
2021-01-22,2603,32,5,09:04:08.149,1
2021-01-22,2603,32,1,09:04:08.373,1
2021-01-22,2603,32,1,09:04:08.425,1
2021-01-22,2603,32,5,09:04:08.525,1
2021-01-22,2603,31.95,1,09:04:08.580,2
2021-01-22,2603,31.95,1,09:04:08.584,2
2021-01-22,2603,31.95,3,09:04:08.646,2
2021-01-22,2603,31.95,1,09:04:08.666,2
2021-01-22,2603,32,5,09:04:08.913,1
2021-01-22,2603,32,1,09:04:09.169,1
2021-01-22,2603,31.95,5,09:04:09.322,2
2021-01-22,2603,32,3,09:04:09.427,1
2021-01-22,2603,31.95,54,09:04:09.448,2
2021-01-22,2603,31.95,1,09:04:09.523,1
2021-01-22,2603,31.95,5,09:04:09.569,1
2021-01-22,2603,31.95,5,09:04:09.655,1
2021-01-22,2603,31.95,2,09:04:09.690,1
2021-01-22,2603,31.95,2,09:04:09.875,1
2021-01-22,2603,31.95,10,09:04:10.019,1
2021-01-22,2603,31.95,1,09:04:10.033,1
2021-01-22,2603,31.95,3,09:04:10.287,1
2021-01-22,2603,31.95,1,09:04:10.489,1
2021-01-22,2603,31.95,1,09:04:10.929,1
2021-01-22,2603,31.95,2,09:04:10.998,1
2021-01-22,2603,31.95,91,09:04:11.029,2
2021-01-22,2603,31.95,5,09:04:11.070,2
2021-01-22,2603,31.95,5,09:04:11.090,0
2021-01-22,2603,31.95,1,09:04:11.429,1
2021-01-22,2603,31.95,1,09:04:11.592,2
2021-01-22,2603,31.95,2,09:04:11.748,2
2021-01-22,2603,31.95,4,09:04:11.951,2
2021-01-22,2603,31.95,1,09:04:12.053,0
2021-01-22,2603,31.95,2,09:04:12.678,1
2021-01-22,2603,31.95,1,09:04:13.313,2
2021-01-22,2603,31.95,5,09:04:13.768,2
2021-01-22,2603,32,1,09:04:13.813,1
2021-01-22,2603,31.95,7,09:04:13.861,2
2021-01-22,2603,32,2,09:04:14.560,1
2021-01-22,2603,31.95,7,09:04:14.592,2
2021-01-22,2603,31.95,10,09:04:14.807,2
2021-01-22,2603,32,20,09:04:14.901,1
2021-01-22,2603,31.95,4,09:04:14.969,2
2021-01-22,2603,31.9,15,09:04:15.487,2
2021-01-22,2603,31.9,10,09:04:15.827,2
2021-01-22,2603,31.95,1,09:04:15.934,1
2021-01-22,2603,31.9,50,09:04:16.067,2
2021-01-22,2603,31.9,305,09:04:16.098,0
2021-01-22,2603,31.95,2,09:04:16.173,1
2021-01-22,2603,31.95,10,09:04:16.472,1
2021-01-22,2603,31.95,1,09:04:16.653,1
2021-01-22,2603,31.9,18,09:04:16.941,2
2021-01-22,2603,31.9,7,09:04:16.969,0
2021-01-22,2603,31.9,1,09:04:17.372,2
2021-01-22,2603,31.9,1,09:04:17.491,1
2021-01-22,2603,31.9,4,09:04:17.573,0
2021-01-22,2603,31.95,2,09:04:17.911,1
2021-01-22,2603,31.85,20,09:04:18.281,2
2021-01-22,2603,31.95,10,09:04:18.500,1
2021-01-22,2603,31.9,1,09:04:18.876,2
2021-01-22,2603,31.9,2,09:04:19.391,1
2021-01-22,2603,31.85,20,09:04:19.432,2
2021-01-22,2603,31.85,10,09:04:19.625,2
2021-01-22,2603,31.9,6,09:04:19.634,1
2021-01-22,2603,31.9,4,09:04:19.675,0
2021-01-22,2603,31.95,1,09:04:19.680,1
2021-01-22,2603,31.95,1,09:04:19.686,1
2021-01-22,2603,31.85,1,09:04:19.713,2
2021-01-22,2603,31.85,20,09:04:20.220,2
2021-01-22,2603,31.9,1,09:04:20.296,1
2021-01-22,2603,31.85,50,09:04:20.458,2
2021-01-22,2603,31.85,60,09:04:20.737,2
2021-01-22,2603,31.85,100,09:04:20.774,2
2021-01-22,2603,31.85,18,09:04:20.800,0
2021-01-22,2603,31.9,5,09:04:21.089,1
2021-01-22,2603,31.9,2,09:04:21.338,0
2021-01-22,2603,31.95,2,09:04:21.410,1
2021-01-22,2603,31.8,20,09:04:21.507,2
2021-01-22,2603,31.8,1,09:04:21.510,2
2021-01-22,2603,31.9,1,09:04:21.701,1
2021-01-22,2603,31.9,1,09:04:21.756,1
2021-01-22,2603,31.85,5,09:04:22.090,2
2021-01-22,2603,31.8,3,09:04:22.098,2
2021-01-22,2603,31.85,2,09:04:22.174,1
2021-01-22,2603,31.8,50,09:04:22.331,2
2021-01-22,2603,31.8,1,09:04:22.338,2
2021-01-22,2603,31.8,34,09:04:22.395,2
2021-01-22,2603,31.8,12,09:04:22.396,2
2021-01-22,2603,31.85,2,09:04:22.434,1
2021-01-22,2603,31.85,1,09:04:22.435,0
2021-01-22,2603,31.8,4,09:04:22.438,2
2021-01-22,2603,31.8,20,09:04:22.440,2
2021-01-22,2603,31.8,2,09:04:22.441,2
2021-01-22,2603,31.8,20,09:04:22.443,2
2021-01-22,2603,31.8,4,09:04:22.447,2
2021-01-22,2603,31.8,4,09:04:22.533,2
2021-01-22,2603,31.8,2,09:04:22.579,2
2021-01-22,2603,31.8,50,09:04:22.686,2
2021-01-22,2603,31.8,8,09:04:22.723,2
2021-01-22,2603,31.85,10,09:04:22.907,1
2021-01-22,2603,31.8,50,09:04:22.947,2
2021-01-22,2603,31.8,188,09:04:22.982,0
2021-01-22,2603,31.85,32,09:04:22.990,1
2021-01-22,2603,31.75,6,09:04:23.010,2
2021-01-22,2603,31.75,1,09:04:23.056,2
2021-01-22,2603,31.85,1,09:04:23.218,1
2021-01-22,2603,31.85,2,09:04:24.063,1
2021-01-22,2603,31.85,1,09:04:24.144,1
2021-01-22,2603,31.85,10,09:04:24.263,0
2021-01-22,2603,31.9,2,09:04:24.309,1
2021-01-22,2603,31.85,1,09:04:24.434,2
2021-01-22,2603,31.85,1,09:04:24.499,1
2021-01-22,2603,31.8,1,09:04:24.669,2
2021-01-22,2603,31.85,1,09:04:24.746,1
2021-01-22,2603,31.75,2,09:04:24.816,2
2021-01-22,2603,31.75,50,09:04:25.057,2
2021-01-22,2603,31.85,96,09:04:25.157,1
2021-01-22,2603,31.9,3,09:04:25.243,2
2021-01-22,2603,31.9,60,09:04:25.262,2
2021-01-22,2603,31.9,7,09:04:25.281,0
2021-01-22,2603,31.75,5,09:04:25.284,2
2021-01-22,2603,31.8,1,09:04:25.319,1
2021-01-22,2603,31.85,1,09:04:25.492,1
2021-01-22,2603,31.75,3,09:04:25.684,2
2021-01-22,2603,31.8,5,09:04:27.096,1
2021-01-22,2603,31.8,4,09:04:27.124,0
2021-01-22,2603,31.85,6,09:04:27.375,1
2021-01-22,2603,31.85,2,09:04:27.768,2
2021-01-22,2603,31.85,3,09:04:27.799,0
2021-01-22,2603,31.9,1,09:04:28.010,1
2021-01-22,2603,31.8,1,09:04:28.486,2
2021-01-22,2603,31.85,1,09:04:28.528,1
2021-01-22,2603,31.8,2,09:04:28.959,2
2021-01-22,2603,31.8,3,09:04:29.431,2
2021-01-22,2603,31.85,1,09:04:29.537,1
2021-01-22,2603,31.8,3,09:04:30.148,2
2021-01-22,2603,31.8,1,09:04:30.198,2
2021-01-22,2603,31.8,3,09:04:30.646,2
2021-01-22,2603,31.8,5,09:04:30.657,2
2021-01-22,2603,31.8,15,09:04:30.735,0
2021-01-22,2603,31.75,1,09:04:30.799,2
2021-01-22,2603,31.75,5,09:04:30.875,2
2021-01-22,2603,31.85,3,09:04:30.902,1
2021-01-22,2603,31.75,50,09:04:31.020,2
2021-01-22,2603,31.8,1,09:04:31.309,1
2021-01-22,2603,31.8,1,09:04:31.634,2
2021-01-22,2603,31.8,11,09:04:32.125,0
2021-01-22,2603,31.8,7,09:04:33.150,2
2021-01-22,2603,31.85,1,09:04:34.100,1
2021-01-22,2603,31.8,1,09:04:34.142,2
2021-01-22,2603,31.8,20,09:04:34.465,2
2021-01-22,2603,31.8,4,09:04:34.798,1
