date,datetime,stockid,userid,artid,reply,likes
2021/09/03,2021/09/03 13:16,6104,5963117,132187747,3,25
2021/09/03,2021/09/03 13:16,6104,1108459,132187679,2,19
2021/09/03,2021/09/03 13:13,6104,10611504,132187324,0,8
2021/09/03,2021/09/03 13:13,6104,4180412,132187298,0,5
2021/09/03,2021/09/03 13:12,6104,5279666,132187150,0,7
2021/09/03,2021/09/03 13:11,6104,5026356,132187024,0,9
2021/09/03,2021/09/03 13:10,6104,4896350,132186774,2,7
2021/09/03,2021/09/03 13:08,6104,483044,132186515,0,12
2021/09/03,2021/09/03 13:07,6104,5741135,132186423,0,8
2021/09/03,2021/09/03 13:07,6104,4896350,132186421,0,8
2021/09/03,2021/09/03 13:06,6104,9591695,132186225,6,13
2021/09/03,2021/09/03 12:55,6104,11322182,132184661,6,12
2021/09/03,2021/09/03 12:50,6104,3786457,132183837,8,8
2021/09/03,2021/09/03 12:49,6104,929581,132183772,4,7
2021/09/03,2021/09/03 12:47,6104,5732576,132183516,9,65
2021/09/03,2021/09/03 12:44,6104,2077520,132183035,15,11
2021/09/03,2021/09/03 12:40,6104,3858763,132182473,3,12
2021/09/03,2021/09/03 12:40,6104,4568197,132182412,0,5
2021/09/03,2021/09/03 12:37,6104,6198632,132182069,1,2
2021/09/03,2021/09/03 12:32,6104,5741135,132181165,9,3
2021/09/03,2021/09/03 12:30,6104,6734115,132180959,2,2
2021/09/03,2021/09/03 12:28,6104,4355511,132180688,0,3
2021/09/03,2021/09/03 12:25,6104,13464775,132180138,0,7
2021/09/03,2021/09/03 12:13,6104,5671741,132178257,6,5
2021/09/03,2021/09/03 12:08,6104,4887093,132177675,0,4
2021/09/03,2021/09/03 12:08,6104,6140238,132177664,0,1
2021/09/03,2021/09/03 12:06,6104,11322182,132177375,4,7
2021/09/03,2021/09/03 11:59,6104,5119356,132176368,6,3
2021/09/03,2021/09/03 11:59,6104,1056496,132176278,1,4
2021/09/03,2021/09/03 11:54,6104,4180412,132175661,5,4
2021/09/03,2021/09/03 11:45,6104,5333158,132174434,1,2
2021/09/03,2021/09/03 11:45,6104,7554659,132174428,5,8
2021/09/03,2021/09/03 11:44,6104,1932103,132174337,1,1
2021/09/03,2021/09/03 11:42,6104,9728256,132174032,1,5
2021/09/03,2021/09/03 11:42,6104,9591695,132173948,9,2
2021/09/03,2021/09/03 11:38,6104,1237118,132173441,0,5
2021/09/03,2021/09/03 11:37,6104,400071,132173282,0,7
2021/09/03,2021/09/03 11:36,6104,5130043,132173145,0,2
2021/09/03,2021/09/03 11:33,6104,3767287,132172762,0,4
2021/09/03,2021/09/03 11:32,6104,1901682,132172576,0,5
2021/09/03,2021/09/03 11:22,6104,6888657,132171466,7,7
2021/09/03,2021/09/03 11:19,6104,11322182,132170961,10,8
2021/09/03,2021/09/03 11:17,6104,9834522,132170784,4,10
2021/09/03,2021/09/03 11:16,6104,7959473,132170640,4,6
2021/09/03,2021/09/03 11:15,6104,12222573,132170495,5,6
2021/09/03,2021/09/03 11:14,6104,1671142,132170419,0,3
2021/09/03,2021/09/03 11:10,6104,1043214,132169795,3,6
2021/09/03,2021/09/03 11:08,6104,4180412,132169623,6,8
2021/09/03,2021/09/03 11:07,6104,2083380,132169462,4,5
2021/09/03,2021/09/03 11:07,6104,483044,132169313,1,4
2021/09/03,2021/09/03 11:02,6104,5026356,132168607,0,7
2021/09/03,2021/09/03 11:02,6104,5130043,132168595,0,6
2021/09/03,2021/09/03 10:51,6104,5562596,132166958,0,5
2021/09/03,2021/09/03 10:50,6104,5225476,132166794,0,9
2021/09/03,2021/09/03 10:25,6104,13368859,132163333,7,4
2021/09/03,2021/09/03 10:23,6104,6355625,132163176,0,6
2021/09/03,2021/09/03 10:21,6104,12394776,132162811,4,4
2021/09/03,2021/09/03 10:18,6104,7959473,132162339,5,5
2021/09/03,2021/09/03 10:07,6104,4887093,132160868,5,7
2021/09/03,2021/09/03 10:04,6104,458996,132160334,13,7
2021/09/03,2021/09/03 10:01,6104,12653579,132159893,0,7
2021/09/03,2021/09/03 10:01,6104,12065734,132159869,0,6
2021/09/03,2021/09/03 10:00,6104,6217523,132159492,1,3
2021/09/03,2021/09/03 10:00,6104,12653579,132159483,0,3
2021/09/03,2021/09/03 09:59,6104,7959473,132159400,0,10
2021/09/03,2021/09/03 09:59,6104,639936,132159379,0,6
2021/09/03,2021/09/03 09:53,6104,7436726,132158705,0,14
2021/09/03,2021/09/03 09:53,6104,2390330,132158607,1,8
2021/09/03,2021/09/03 09:52,6104,9592717,132158501,0,1
2021/09/03,2021/09/03 09:50,6104,7436726,132158347,1,12
2021/09/03,2021/09/03 09:49,6104,12957670,132158200,2,8
2021/09/03,2021/09/03 09:48,6104,4415656,132158110,2,6
2021/09/03,2021/09/03 09:42,6104,11250125,132157231,1,7
2021/09/03,2021/09/03 09:34,6104,5302576,132156262,13,41
2021/09/03,2021/09/03 09:32,6104,6915386,132156127,7,7
2021/09/03,2021/09/03 09:30,6104,949999,132155814,0,5
2021/09/03,2021/09/03 09:25,6104,12957670,132155335,8,14
2021/09/03,2021/09/03 09:23,6104,8930514,132155076,12,46
2021/09/03,2021/09/03 09:22,6104,6915386,132154954,0,6
2021/09/03,2021/09/03 09:21,6104,757337,132154839,1,13
2021/09/03,2021/09/03 09:19,6104,6966999,132154543,2,4
2021/09/03,2021/09/03 09:18,6104,9728256,132154326,0,6
2021/09/03,2021/09/03 09:18,6104,9154107,132154324,1,3
2021/09/03,2021/09/03 09:16,6104,1752891,132154127,10,65
2021/09/03,2021/09/03 09:11,6104,5855546,132153572,2,6
2021/09/03,2021/09/03 09:09,6104,5855546,132153358,3,2
2021/09/03,2021/09/03 09:06,6104,1987040,132153048,2,4
2021/09/03,2021/09/03 08:59,6104,10286482,132151758,1,15
2021/09/03,2021/09/03 08:54,6104,11008993,132151396,1,8
2021/09/03,2021/09/03 08:48,6104,5626099,132150797,0,5
2021/09/03,2021/09/03 08:36,6104,5732576,132149702,9,59
2021/09/03,2021/09/03 07:58,6104,6064732,132147218,27,125
2021/09/03,2021/09/03 06:08,6104,11743524,132143713,2,6
2021/09/03,2021/09/03 01:38,6104,4323694,132140451,0,6
2021/09/02,2021/09/02 22:55,6104,954516,132133989,5,64
2021/09/02,2021/09/02 22:19,6104,6904559,132131660,7,13
2021/09/02,2021/09/02 22:18,6104,7624279,132131613,1,23
2021/09/02,2021/09/02 22:17,6104,1603831,132131531,14,230
2021/09/02,2021/09/02 22:14,6104,10982551,132131245,8,56
2021/09/02,2021/09/02 21:25,6104,6217523,132127092,1,9
2021/09/02,2021/09/02 21:01,6104,6905785,132125099,1,33
2021/09/02,2021/09/02 20:48,6104,6064732,132123581,74,516
2021/09/02,2021/09/02 20:25,6104,7086914,132121171,1,11
2021/09/02,2021/09/02 20:02,6104,12957670,132119293,7,34
2021/09/02,2021/09/02 19:50,6104,4877333,132118261,0,21
2021/09/02,2021/09/02 19:11,6104,5626099,132114346,2,13
2021/09/02,2021/09/02 18:44,6104,5845057,132112552,4,15
2021/09/02,2021/09/02 18:25,6104,6933974,132111307,4,68
2021/09/02,2021/09/02 18:22,6104,5447331,132111071,8,9
2021/09/02,2021/09/02 18:19,6104,6064732,132110783,13,167
2021/09/02,2021/09/02 17:36,6104,7453813,132107509,7,152
2021/09/02,2021/09/02 17:27,6104,9487286,132106922,7,11
2021/09/02,2021/09/02 17:22,6104,6933974,132106545,4,66
2021/09/02,2021/09/02 16:31,6104,1176933,132101460,275,533
2021/09/02,2021/09/02 16:26,6104,4103494,132100602,3,25
2021/09/02,2021/09/02 16:01,6104,9678182,132097485,2,32
2021/09/02,2021/09/02 15:56,6104,6569050,132097057,1,7
2021/09/02,2021/09/02 15:15,6104,5792731,132093511,7,9
2021/09/02,2021/09/02 15:12,6104,13432795,132093016,1,16
2021/09/02,2021/09/02 15:10,6104,5503435,132092724,2,20
2021/09/02,2021/09/02 15:08,6104,5732576,132092584,14,79
2021/09/02,2021/09/02 15:05,6104,1709854,132092294,53,229
2021/09/02,2021/09/02 14:50,6104,6915386,132090865,4,3
2021/09/02,2021/09/02 14:46,6104,10982551,132090558,4,63
2021/09/02,2021/09/02 14:34,6104,6915386,132089553,2,9
2021/09/02,2021/09/02 14:24,6104,6915386,132088661,1,16
2021/09/02,2021/09/02 14:14,6104,1755388,132087898,1,13
2021/09/02,2021/09/02 14:10,6104,4308012,132087468,0,6
2021/09/02,2021/09/02 13:55,6104,2393907,132085295,3,23
2021/09/02,2021/09/02 13:48,6104,4457165,132084401,0,16
2021/09/02,2021/09/02 13:42,6104,4913614,132083724,9,5
2021/09/02,2021/09/02 13:26,6104,6355625,132081833,5,11
2021/09/02,2021/09/02 13:14,6104,4834119,132080302,1,9
2021/09/02,2021/09/02 12:54,6104,1221684,132077857,0,13
2021/09/02,2021/09/02 11:26,6104,6718258,132066914,10,31
2021/09/02,2021/09/02 11:25,6104,6355625,132066727,1,21
2021/09/02,2021/09/02 11:24,6104,5278474,132066693,4,5
2021/09/02,2021/09/02 11:10,6104,6915386,132065038,5,8
2021/09/02,2021/09/02 10:58,6104,5487338,132063124,18,69
2021/09/02,2021/09/02 10:50,6104,1056496,132062051,8,2
2021/09/02,2021/09/02 10:49,6104,11297126,132061964,0,4
2021/09/02,2021/09/02 10:45,6104,4222508,132061486,1,3
2021/09/02,2021/09/02 10:43,6104,5278474,132061183,1,5
2021/09/02,2021/09/02 10:38,6104,1120547,132060293,0,7
2021/09/02,2021/09/02 10:33,6104,1056496,132059613,0,11
2021/09/02,2021/09/02 10:26,6104,4796643,132058563,0,27
2021/09/02,2021/09/02 10:16,6104,4220337,132057269,3,1
2021/09/02,2021/09/02 10:15,6104,476747,132057114,0,0
2021/09/02,2021/09/02 10:06,6104,13368859,132055769,1,2
2021/09/02,2021/09/02 10:02,6104,7370008,132055124,0,1
2021/09/02,2021/09/02 09:56,6104,9351904,132054101,1,8
2021/09/02,2021/09/02 09:54,6104,5333158,132053812,4,5
2021/09/02,2021/09/02 09:44,6104,7397298,132052433,26,330
2021/09/02,2021/09/02 09:37,6104,6355625,132051463,3,9
2021/09/02,2021/09/02 09:35,6104,4550590,132051113,1,12
2021/09/02,2021/09/02 09:23,6104,7185530,132049482,1,22
2021/09/02,2021/09/02 09:23,6104,7425449,132049399,2,11
2021/09/02,2021/09/02 09:22,6104,5884422,132049342,7,33
2021/09/02,2021/09/02 09:22,6104,6355625,132049312,0,3
2021/09/02,2021/09/02 09:20,6104,5131951,132049127,0,6
2021/09/02,2021/09/02 09:20,6104,11008993,132049116,5,10
2021/09/02,2021/09/02 09:13,6104,9834522,132048233,4,15
2021/09/02,2021/09/02 09:12,6104,11008993,132048155,0,5
2021/09/02,2021/09/02 09:10,6104,757337,132047956,2,14
2021/09/02,2021/09/02 09:09,6104,4834119,132047878,0,3
2021/09/02,2021/09/02 08:49,6104,9487286,132045260,7,4
2021/09/02,2021/09/02 08:09,6104,1746029,132042554,1,9
2021/09/02,2021/09/02 07:49,6104,4075907,132041147,9,107
2021/09/02,2021/09/02 07:22,6104,4634584,132039867,0,6
2021/09/02,2021/09/02 07:19,6104,6814504,132039679,7,93
2021/09/02,2021/09/02 07:05,6104,5234511,132038776,98,386
2021/09/02,2021/09/02 00:32,6104,1221684,132031592,0,6
2021/09/02,2021/09/02 00:27,6104,5675789,132031412,5,8
2021/09/01,2021/09/01 23:51,6104,6888657,132029988,4,6
2021/09/01,2021/09/01 22:51,6104,4499221,132026349,2,31
2021/09/01,2021/09/01 22:26,6104,4803171,132024489,9,11
2021/09/01,2021/09/01 22:19,6104,5626099,132023935,0,5
2021/09/01,2021/09/01 22:13,6104,6917231,132023428,5,59
2021/09/01,2021/09/01 21:52,6104,6064732,132021824,27,355
2021/09/01,2021/09/01 21:37,6104,3986674,132020698,7,6
2021/09/01,2021/09/01 21:26,6104,6905785,132019815,4,34
2021/09/01,2021/09/01 21:06,6104,4762819,132018391,6,78
2021/09/01,2021/09/01 21:01,6104,1176933,132017944,68,311
2021/09/01,2021/09/01 20:52,6104,1034375,132016579,1,14
2021/09/01,2021/09/01 20:34,6104,675669,132015184,11,141
2021/09/01,2021/09/01 20:01,6104,7370008,132012716,2,2
2021/09/01,2021/09/01 18:54,6104,5663797,132007873,2,4
2021/09/01,2021/09/01 18:49,6104,7425449,132007499,2,10
2021/09/01,2021/09/01 18:35,6104,4124688,132006657,0,4
2021/09/01,2021/09/01 18:30,6104,5305833,132006199,1,5
2021/09/01,2021/09/01 17:57,6104,3847054,132003457,1,43
2021/09/01,2021/09/01 17:50,6104,606895,132002859,3,8
2021/09/01,2021/09/01 17:45,6104,1603831,132002379,27,244
2021/09/01,2021/09/01 16:26,6104,5732576,131995768,16,87
2021/09/01,2021/09/01 15:44,6104,7192751,131989575,2,28
2021/09/01,2021/09/01 15:36,6104,11297126,131989036,1,16
2021/09/01,2021/09/01 15:19,6104,5503435,131984581,11,26
2021/09/01,2021/09/01 14:32,6104,1709854,131980398,62,180
2021/09/01,2021/09/01 14:07,6104,5245845,131978173,2,12
2021/09/01,2021/09/01 13:54,6104,7290504,131976244,5,7
2021/09/01,2021/09/01 13:49,6104,1221684,131975238,0,6
2021/09/01,2021/09/01 13:21,6104,677385,131971777,1,7
2021/09/01,2021/09/01 13:13,6104,1221684,131970833,3,4
2021/09/01,2021/09/01 13:12,6104,1221684,131970782,1,4
2021/09/01,2021/09/01 12:59,6104,5884422,131968945,3,35
2021/09/01,2021/09/01 12:22,6104,7021647,131963918,0,25
2021/09/01,2021/09/01 12:15,6104,1237118,131962958,0,8
2021/09/01,2021/09/01 11:41,6104,7185530,131957964,38,123
2021/09/01,2021/09/01 11:25,6104,3729073,131956045,2,59
2021/09/01,2021/09/01 11:24,6104,5732576,131955871,7,40
2021/09/01,2021/09/01 11:07,6104,5884422,131953882,0,42
2021/09/01,2021/09/01 11:03,6104,11986123,131953375,3,10
2021/09/01,2021/09/01 10:56,6104,757337,131952391,1,19
2021/09/01,2021/09/01 10:28,6104,12991650,131948818,4,5
2021/09/01,2021/09/01 10:26,6104,4457165,131948594,3,17
2021/09/01,2021/09/01 10:24,6104,3688761,131948179,0,8
2021/09/01,2021/09/01 10:23,6104,6671333,131948123,9,109
2021/09/01,2021/09/01 10:22,6104,12126604,131947979,2,2
2021/09/01,2021/09/01 10:22,6104,4796643,131947946,2,35
2021/09/01,2021/09/01 10:22,6104,5190695,131947865,0,1
2021/09/01,2021/09/01 10:15,6104,8641284,131947012,0,2
2021/09/01,2021/09/01 10:14,6104,5262786,131946970,1,3
2021/09/01,2021/09/01 10:13,6104,10865884,131946765,2,1
2021/09/01,2021/09/01 10:11,6104,421190,131946526,47,1136
2021/09/01,2021/09/01 10:03,6104,11008993,131945270,2,28
2021/09/01,2021/09/01 10:03,6104,9884655,131945267,1,8
2021/09/01,2021/09/01 10:00,6104,377961,131944517,15,19
2021/09/01,2021/09/01 10:00,6104,1636159,131944485,0,7
2021/09/01,2021/09/01 09:57,6104,9834522,131944181,12,18
2021/09/01,2021/09/01 09:57,6104,8953105,131944163,0,28
2021/09/01,2021/09/01 09:57,6104,358324,131944114,0,7
2021/09/01,2021/09/01 09:56,6104,1608254,131944036,0,3
2021/09/01,2021/09/01 09:56,6104,7185530,131943994,4,26
2021/09/01,2021/09/01 09:55,6104,1268407,131943869,0,9
2021/09/01,2021/09/01 09:54,6104,8318814,131943788,0,8
2021/09/01,2021/09/01 09:54,6104,5279666,131943781,0,4
2021/09/01,2021/09/01 09:50,6104,3688761,131943201,8,12
2021/09/01,2021/09/01 09:50,6104,6013574,131943122,0,6
2021/09/01,2021/09/01 09:49,6104,6355625,131943057,3,2
2021/09/01,2021/09/01 09:38,6104,6355625,131941544,0,10
2021/09/01,2021/09/01 09:31,6104,9911299,131940755,9,15
2021/09/01,2021/09/01 09:30,6104,6355625,131940633,0,4
2021/09/01,2021/09/01 09:24,6104,3671943,131939932,0,4
2021/09/01,2021/09/01 09:23,6104,6836625,131939784,1,3
2021/09/01,2021/09/01 09:20,6104,11008993,131939360,3,5
2021/09/01,2021/09/01 08:51,6104,421190,131936021,56,1033
2021/09/01,2021/09/01 08:42,6104,6904559,131935342,11,5
2021/09/01,2021/09/01 08:15,6104,7397298,131933687,10,140
2021/09/01,2021/09/01 07:40,6104,4455978,131931637,2,1
2021/09/01,2021/09/01 07:17,6104,5498375,131930738,3,3
2021/09/01,2021/09/01 00:21,6104,5526454,131923263,8,153
2021/09/01,2021/09/01 00:15,6104,5767738,131923045,4,40
2021/08/31,2021/08/31 22:50,6104,3767287,131918454,0,21
2021/08/31,2021/08/31 22:04,6104,13264670,131915399,2,77
2021/08/31,2021/08/31 21:49,6104,5261063,131914196,1,10
2021/08/31,2021/08/31 21:42,6104,6905785,131913570,5,40
2021/08/31,2021/08/31 21:21,6104,12080700,131911904,2,9
2021/08/31,2021/08/31 21:11,6104,3986674,131911185,4,9
2021/08/31,2021/08/31 20:55,6104,7425449,131909439,4,10
2021/08/31,2021/08/31 20:33,6104,4796643,131907528,1,36
2021/08/31,2021/08/31 20:09,6104,1603831,131905717,19,234
2021/08/31,2021/08/31 20:01,6104,1755388,131905155,6,10
2021/08/31,2021/08/31 19:54,6104,6064732,131904550,16,204
2021/08/31,2021/08/31 18:47,6104,4455978,131899495,4,6
2021/08/31,2021/08/31 17:59,6104,9820607,131896544,13,25
2021/08/31,2021/08/31 17:00,6104,1034375,131891633,10,20
2021/08/31,2021/08/31 16:57,6104,1152288,131891404,8,1
2021/08/31,2021/08/31 16:14,6104,5245845,131884008,6,34
2021/08/31,2021/08/31 15:20,6104,5503435,131879408,4,21
2021/08/31,2021/08/31 15:07,6104,5078307,131878159,3,19
2021/08/31,2021/08/31 13:56,6104,799624,131870792,5,9
2021/08/31,2021/08/31 13:34,6104,4603199,131867322,2,13
2021/08/31,2021/08/31 13:34,6104,8641284,131867297,0,12
2021/08/31,2021/08/31 13:33,6104,7328285,131867183,3,8
2021/08/31,2021/08/31 13:15,6104,9911299,131864732,7,18
2021/08/31,2021/08/31 13:09,6104,5284270,131864065,4,11
2021/08/31,2021/08/31 13:05,6104,5835807,131863638,0,8
2021/08/31,2021/08/31 13:05,6104,5530800,131863607,0,7
2021/08/31,2021/08/31 13:05,6104,5907392,131863589,0,5
2021/08/31,2021/08/31 13:02,6104,4175211,131863249,1,6
2021/08/31,2021/08/31 13:00,6104,4879391,131863096,0,3
2021/08/31,2021/08/31 13:00,6104,5156059,131863058,0,5
2021/08/31,2021/08/31 12:55,6104,5498375,131862265,2,6
2021/08/31,2021/08/31 12:50,6104,9911299,131861714,0,7
2021/08/31,2021/08/31 12:49,6104,5530800,131861624,1,7
2021/08/31,2021/08/31 12:43,6104,5156059,131861055,2,4
2021/08/31,2021/08/31 12:41,6104,11241136,131860786,17,10
2021/08/31,2021/08/31 12:35,6104,653450,131859943,2,3
2021/08/31,2021/08/31 12:34,6104,4820168,131859835,0,20
2021/08/31,2021/08/31 12:31,6104,366169,131859460,1,2
2021/08/31,2021/08/31 12:30,6104,9877682,131859456,5,13
2021/08/31,2021/08/31 12:26,6104,5333771,131858914,1,6
2021/08/31,2021/08/31 12:24,6104,9911299,131858533,0,3
2021/08/31,2021/08/31 12:23,6104,443767,131858460,0,4
2021/08/31,2021/08/31 12:20,6104,653450,131858178,0,2
2021/08/31,2021/08/31 12:19,6104,5528477,131858072,5,5
2021/08/31,2021/08/31 12:14,6104,12173452,131857580,6,5
2021/08/31,2021/08/31 12:11,6104,6319290,131857169,9,5
2021/08/31,2021/08/31 12:06,6104,653450,131856606,0,1
2021/08/31,2021/08/31 11:59,6104,4457165,131855496,15,14
2021/08/31,2021/08/31 11:55,6104,5808051,131855113,2,7
2021/08/31,2021/08/31 11:54,6104,5808051,131855033,4,7
2021/08/31,2021/08/31 11:54,6104,6904559,131855002,5,7
2021/08/31,2021/08/31 11:44,6104,653450,131853817,0,3
2021/08/31,2021/08/31 11:32,6104,12173452,131852578,1,3
2021/08/31,2021/08/31 11:28,6104,12700016,131852229,7,5
2021/08/31,2021/08/31 11:27,6104,1986700,131852128,1,4
2021/08/31,2021/08/31 11:23,6104,1755388,131851664,2,6
2021/08/31,2021/08/31 11:22,6104,5244229,131851632,1,2
2021/08/31,2021/08/31 11:17,6104,9911299,131850936,0,7
2021/08/31,2021/08/31 11:11,6104,5333158,131850253,1,2
2021/08/31,2021/08/31 11:09,6104,12349583,131850031,0,12
2021/08/31,2021/08/31 10:46,6104,4550590,131847362,6,10
2021/08/31,2021/08/31 10:42,6104,6904559,131846917,6,7
2021/08/31,2021/08/31 10:42,6104,12011486,131846832,6,6
2021/08/31,2021/08/31 10:40,6104,2077520,131846637,3,2
2021/08/31,2021/08/31 10:34,6104,2393907,131845979,1,9
2021/08/31,2021/08/31 10:32,6104,11297126,131845707,2,7
2021/08/31,2021/08/31 10:21,6104,6140238,131844534,1,3
2021/08/31,2021/08/31 10:20,6104,1056496,131844416,1,2
2021/08/31,2021/08/31 10:18,6104,7397298,131844140,8,101
2021/08/31,2021/08/31 10:11,6104,8409454,131843341,0,7
2021/08/31,2021/08/31 10:08,6104,5357387,131842988,2,3
2021/08/31,2021/08/31 10:01,6104,6318950,131842230,4,2
2021/08/31,2021/08/31 09:58,6104,12653579,131841557,0,3
2021/08/31,2021/08/31 09:56,6104,9877682,131841324,3,6
2021/08/31,2021/08/31 09:55,6104,5357387,131841124,0,1
2021/08/31,2021/08/31 09:53,6104,6904559,131840843,3,2
2021/08/31,2021/08/31 09:42,6104,1237118,131839453,3,6
2021/08/31,2021/08/31 09:40,6104,12653579,131839162,0,1
2021/08/31,2021/08/31 09:35,6104,5498375,131838658,1,8
2021/08/31,2021/08/31 09:34,6104,6702348,131838519,1,0
2021/08/31,2021/08/31 09:31,6104,4603199,131838155,0,3
2021/08/31,2021/08/31 09:28,6104,1056496,131837774,0,1
2021/08/31,2021/08/31 09:27,6104,6904559,131837569,1,2
2021/08/31,2021/08/31 09:22,6104,757337,131836908,3,12
2021/08/31,2021/08/31 09:18,6104,12742528,131836397,6,4
2021/08/31,2021/08/31 09:04,6104,929581,131834914,0,3
2021/08/31,2021/08/31 08:58,6104,5775347,131833739,1,20
2021/08/31,2021/08/31 08:46,6104,421190,131832711,51,1043
2021/08/31,2021/08/31 07:52,6104,6904559,131829164,3,4
2021/08/31,2021/08/31 01:26,6104,804645,131823225,0,6
2021/08/31,2021/08/31 00:14,6104,9820607,131821222,1,18
2021/08/30,2021/08/30 23:12,6104,7624279,131818399,1,36
2021/08/30,2021/08/30 22:49,6104,6905785,131817282,1,26
2021/08/30,2021/08/30 22:01,6104,6905785,131814290,1,39
2021/08/30,2021/08/30 22:00,6104,3767287,131814228,2,16
2021/08/30,2021/08/30 21:33,6104,4796643,131812435,0,27
2021/08/30,2021/08/30 21:29,6104,13264670,131812197,0,69
2021/08/30,2021/08/30 21:25,6104,4762819,131811876,3,73
2021/08/30,2021/08/30 21:22,6104,4226686,131811649,0,16
2021/08/30,2021/08/30 21:06,6104,6064732,131810622,22,320
