date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,datetime,stockid,userid,artid,reply,likes
2021-08-10,4976,8677426,598057487,71.0,71.4,67.5,67.8,-3.7,5680,2021/08/10 10:48,4976.0,8742901.0,129769657.0,10.0,6.0
2021-08-10,4976,8677426,598057487,71.0,71.4,67.5,67.8,-3.7,5680,2021/08/10 10:34,4976.0,4792161.0,129767158.0,0.0,25.0
2021-08-10,4976,8677426,598057487,71.0,71.4,67.5,67.8,-3.7,5680,2021/08/10 10:27,4976.0,7162949.0,129766029.0,1.0,15.0
2021-08-10,4976,8677426,598057487,71.0,71.4,67.5,67.8,-3.7,5680,2021/08/10 10:21,4976.0,4254459.0,129764911.0,3.0,8.0
2021-08-10,4976,8677426,598057487,71.0,71.4,67.5,67.8,-3.7,5680,2021/08/10 10:02,4976.0,7162949.0,129761327.0,0.0,3.0
2021-08-10,4976,8677426,598057487,71.0,71.4,67.5,67.8,-3.7,5680,2021/08/10 09:57,4976.0,461045.0,129759969.0,4.0,26.0
2021-08-10,4976,8677426,598057487,71.0,71.4,67.5,67.8,-3.7,5680,2021/08/10 09:54,4976.0,6474447.0,129759506.0,0.0,4.0
2021-08-10,4976,8677426,598057487,71.0,71.4,67.5,67.8,-3.7,5680,2021/08/10 09:47,4976.0,1571400.0,129758098.0,0.0,4.0
2021-08-10,4976,8677426,598057487,71.0,71.4,67.5,67.8,-3.7,5680,2021/08/10 09:37,4976.0,1571400.0,129756226.0,2.0,6.0
2021-08-10,4976,8677426,598057487,71.0,71.4,67.5,67.8,-3.7,5680,2021/08/10 09:32,4976.0,4678855.0,129755112.0,4.0,6.0
2021-08-10,4976,8677426,598057487,71.0,71.4,67.5,67.8,-3.7,5680,2021/08/10 09:22,4976.0,5010555.0,129752988.0,0.0,5.0
2021-08-10,4976,8677426,598057487,71.0,71.4,67.5,67.8,-3.7,5680,2021/08/10 09:21,4976.0,10398927.0,129752951.0,0.0,8.0
2021-08-10,4976,8677426,598057487,71.0,71.4,67.5,67.8,-3.7,5680,2021/08/10 09:21,4976.0,3894406.0,129752927.0,0.0,8.0
2021-08-10,4976,8677426,598057487,71.0,71.4,67.5,67.8,-3.7,5680,2021/08/10 09:19,4976.0,5074300.0,129752632.0,0.0,11.0
2021-08-10,4976,8677426,598057487,71.0,71.4,67.5,67.8,-3.7,5680,2021/08/10 09:19,4976.0,9699251.0,129752489.0,2.0,5.0
2021-08-10,4976,8677426,598057487,71.0,71.4,67.5,67.8,-3.7,5680,2021/08/10 08:06,4976.0,9727708.0,129743886.0,0.0,1.0
2021-08-10,4976,8677426,598057487,71.0,71.4,67.5,67.8,-3.7,5680,2021/08/10 08:01,4976.0,1200505.0,129743644.0,0.0,4.0
2021-08-10,4976,8677426,598057487,71.0,71.4,67.5,67.8,-3.7,5680,2021/08/10 07:25,4976.0,5773144.0,129741191.0,2.0,2.0
2021-08-10,4976,8677426,598057487,71.0,71.4,67.5,67.8,-3.7,5680,2021/08/10 06:51,4976.0,4003561.0,129739788.0,6.0,27.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 23:30,4976.0,6775305.0,130024496.0,5.0,10.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 21:29,4976.0,5189890.0,130012356.0,3.0,13.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 21:03,4976.0,4749317.0,130009469.0,2.0,6.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 18:26,4976.0,6494648.0,129989225.0,3.0,3.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 18:05,4976.0,1173353.0,129987394.0,1.0,9.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 17:18,4976.0,3809573.0,129981598.0,11.0,12.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 14:30,4976.0,7162949.0,129956357.0,7.0,4.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 14:13,4976.0,8742901.0,129953655.0,1.0,2.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 12:46,4976.0,3748496.0,129936548.0,1.0,3.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 11:41,4976.0,4174475.0,129924148.0,5.0,11.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 11:31,4976.0,8742901.0,129922345.0,1.0,5.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 11:10,4976.0,1370590.0,129917850.0,0.0,5.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 11:08,4976.0,3836310.0,129917624.0,10.0,4.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 11:06,4976.0,1571400.0,129917338.0,0.0,8.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 11:03,4976.0,8742901.0,129916873.0,0.0,6.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 10:56,4976.0,6792802.0,129915309.0,6.0,7.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 10:53,4976.0,3809573.0,129914967.0,1.0,7.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 10:23,4976.0,6543545.0,129910046.0,0.0,3.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 10:05,4976.0,5779182.0,129907045.0,2.0,4.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 09:08,4976.0,7509594.0,129896629.0,1.0,3.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 09:07,4976.0,6474447.0,129896404.0,4.0,6.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 09:04,4976.0,1571400.0,129895810.0,0.0,6.0
2021-08-11,4976,9170553,616960239,68.5,69.7,65.4,67.1,-0.7,6081,2021/08/11 03:08,4976.0,9043256.0,129881030.0,3.0,11.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 23:28,4976.0,7288098.0,130156785.0,2.0,7.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 22:30,4976.0,8756719.0,130151801.0,2.0,5.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 22:21,4976.0,3848684.0,130150842.0,0.0,5.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 16:09,4976.0,4547184.0,130111849.0,1.0,9.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 15:42,4976.0,12326804.0,130108450.0,14.0,28.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 14:44,4976.0,478112.0,130101736.0,2.0,7.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 14:31,4976.0,7594266.0,130100414.0,2.0,11.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 13:56,4976.0,6891948.0,130095141.0,2.0,6.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 13:16,4976.0,3880505.0,130088388.0,1.0,6.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 12:02,4976.0,1173353.0,130077562.0,8.0,7.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 11:53,4976.0,13195735.0,130075940.0,3.0,3.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 11:27,4976.0,10694722.0,130072002.0,0.0,9.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 11:05,4976.0,5164782.0,130068722.0,1.0,6.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 10:53,4976.0,4792161.0,130066538.0,5.0,13.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 10:45,4976.0,5340114.0,130065356.0,5.0,4.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 10:13,4976.0,8742901.0,130060220.0,5.0,2.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 09:47,4976.0,7162949.0,130055850.0,0.0,1.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 09:44,4976.0,6792802.0,130055478.0,2.0,2.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 09:39,4976.0,10694722.0,130054545.0,0.0,5.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 09:21,4976.0,5340114.0,130051439.0,0.0,2.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 09:19,4976.0,6474447.0,130051159.0,0.0,1.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 06:53,4976.0,819484.0,130038957.0,2.0,12.0
2021-08-12,4976,4268365,289663032,68.2,68.8,66.0,68.7,1.6,2944,2021/08/12 02:19,4976.0,8742901.0,130033442.0,0.0,6.0
2021-08-13,4976,3688902,246096111,68.2,68.2,65.9,65.9,-2.8,2642,2021/08/13 21:32,4976.0,7080853.0,130277584.0,3.0,7.0
2021-08-13,4976,3688902,246096111,68.2,68.2,65.9,65.9,-2.8,2642,2021/08/13 16:30,4976.0,4174475.0,130252043.0,0.0,18.0
2021-08-13,4976,3688902,246096111,68.2,68.2,65.9,65.9,-2.8,2642,2021/08/13 13:46,4976.0,4174475.0,130228948.0,5.0,18.0
2021-08-13,4976,3688902,246096111,68.2,68.2,65.9,65.9,-2.8,2642,2021/08/13 13:43,4976.0,11553481.0,130228376.0,3.0,10.0
2021-08-13,4976,3688902,246096111,68.2,68.2,65.9,65.9,-2.8,2642,2021/08/13 13:40,4976.0,11553481.0,130227888.0,2.0,9.0
2021-08-13,4976,3688902,246096111,68.2,68.2,65.9,65.9,-2.8,2642,2021/08/13 13:37,4976.0,11553481.0,130227225.0,0.0,4.0
2021-08-13,4976,3688902,246096111,68.2,68.2,65.9,65.9,-2.8,2642,2021/08/13 12:29,4976.0,10694722.0,130215469.0,1.0,3.0
2021-08-13,4976,3688902,246096111,68.2,68.2,65.9,65.9,-2.8,2642,2021/08/13 12:23,4976.0,8742901.0,130214316.0,0.0,5.0
2021-08-13,4976,3688902,246096111,68.2,68.2,65.9,65.9,-2.8,2642,2021/08/13 11:36,4976.0,13195735.0,130206569.0,0.0,4.0
2021-08-13,4976,3688902,246096111,68.2,68.2,65.9,65.9,-2.8,2642,2021/08/13 11:34,4976.0,8742901.0,130206332.0,5.0,2.0
2021-08-13,4976,3688902,246096111,68.2,68.2,65.9,65.9,-2.8,2642,2021/08/13 09:11,4976.0,1571400.0,130181259.0,6.0,5.0
2021-08-16,4976,4283763,272956720,64.9,65.9,62.3,63.2,-2.7,2841,2021/08/16 22:57,4976.0,13205991.0,130517635.0,1.0,6.0
2021-08-16,4976,4283763,272956720,64.9,65.9,62.3,63.2,-2.7,2841,2021/08/16 21:05,4976.0,6494648.0,130507491.0,5.0,7.0
2021-08-16,4976,4283763,272956720,64.9,65.9,62.3,63.2,-2.7,2841,2021/08/16 20:00,4976.0,5164782.0,130500392.0,0.0,8.0
2021-08-16,4976,4283763,272956720,64.9,65.9,62.3,63.2,-2.7,2841,2021/08/16 19:58,4976.0,1764325.0,130500231.0,3.0,18.0
2021-08-16,4976,4283763,272956720,64.9,65.9,62.3,63.2,-2.7,2841,2021/08/16 19:52,4976.0,12962340.0,130499690.0,1.0,2.0
2021-08-16,4976,4283763,272956720,64.9,65.9,62.3,63.2,-2.7,2841,2021/08/16 19:39,4976.0,11553481.0,130498269.0,1.0,12.0
2021-08-16,4976,4283763,272956720,64.9,65.9,62.3,63.2,-2.7,2841,2021/08/16 19:03,4976.0,5760612.0,130494592.0,1.0,4.0
2021-08-16,4976,4283763,272956720,64.9,65.9,62.3,63.2,-2.7,2841,2021/08/16 17:29,4976.0,8756719.0,130487825.0,5.0,5.0
2021-08-16,4976,4283763,272956720,64.9,65.9,62.3,63.2,-2.7,2841,2021/08/16 16:35,4976.0,4174475.0,130481229.0,2.0,10.0
2021-08-16,4976,4283763,272956720,64.9,65.9,62.3,63.2,-2.7,2841,2021/08/16 14:56,4976.0,11553481.0,130468268.0,0.0,9.0
2021-08-16,4976,4283763,272956720,64.9,65.9,62.3,63.2,-2.7,2841,2021/08/16 14:20,4976.0,2442338.0,130464122.0,10.0,22.0
2021-08-16,4976,4283763,272956720,64.9,65.9,62.3,63.2,-2.7,2841,2021/08/16 13:50,4976.0,8742901.0,130459506.0,1.0,6.0
2021-08-16,4976,4283763,272956720,64.9,65.9,62.3,63.2,-2.7,2841,2021/08/16 13:34,4976.0,12671880.0,130457430.0,0.0,3.0
2021-08-16,4976,4283763,272956720,64.9,65.9,62.3,63.2,-2.7,2841,2021/08/16 12:10,4976.0,8742901.0,130446054.0,0.0,8.0
2021-08-16,4976,4283763,272956720,64.9,65.9,62.3,63.2,-2.7,2841,2021/08/16 11:17,4976.0,478112.0,130438367.0,4.0,16.0
2021-08-16,4976,4283763,272956720,64.9,65.9,62.3,63.2,-2.7,2841,2021/08/16 11:15,4976.0,6494648.0,130438126.0,5.0,24.0
2021-08-16,4976,4283763,272956720,64.9,65.9,62.3,63.2,-2.7,2841,2021/08/16 10:34,4976.0,3880505.0,130431666.0,2.0,5.0
2021-08-16,4976,4283763,272956720,64.9,65.9,62.3,63.2,-2.7,2841,2021/08/16 09:40,4976.0,461045.0,130422438.0,12.0,28.0
2021-08-16,4976,4283763,272956720,64.9,65.9,62.3,63.2,-2.7,2841,2021/08/16 09:33,4976.0,7509594.0,130421301.0,0.0,4.0
2021-08-16,4976,4283763,272956720,64.9,65.9,62.3,63.2,-2.7,2841,2021/08/16 09:31,4976.0,7509594.0,130421030.0,0.0,2.0
2021-08-16,4976,4283763,272956720,64.9,65.9,62.3,63.2,-2.7,2841,2021/08/16 09:30,4976.0,4792161.0,130420871.0,0.0,10.0
2021-08-16,4976,4283763,272956720,64.9,65.9,62.3,63.2,-2.7,2841,2021/08/16 01:59,4976.0,6263718.0,130405746.0,1.0,21.0
2021-08-17,4976,4535616,280950337,64.0,64.5,60.2,60.2,-3.0,3199,2021/08/17 18:26,4976.0,3880505.0,130611941.0,0.0,2.0
2021-08-17,4976,4535616,280950337,64.0,64.5,60.2,60.2,-3.0,3199,2021/08/17 16:58,4976.0,3959510.0,130604198.0,9.0,9.0
2021-08-17,4976,4535616,280950337,64.0,64.5,60.2,60.2,-3.0,3199,2021/08/17 15:35,4976.0,8742901.0,130591922.0,1.0,3.0
2021-08-17,4976,4535616,280950337,64.0,64.5,60.2,60.2,-3.0,3199,2021/08/17 15:28,4976.0,4578901.0,130591235.0,2.0,3.0
2021-08-17,4976,4535616,280950337,64.0,64.5,60.2,60.2,-3.0,3199,2021/08/17 14:56,4976.0,6273390.0,130587837.0,5.0,11.0
2021-08-17,4976,4535616,280950337,64.0,64.5,60.2,60.2,-3.0,3199,2021/08/17 12:59,4976.0,5202053.0,130569750.0,5.0,10.0
2021-08-17,4976,4535616,280950337,64.0,64.5,60.2,60.2,-3.0,3199,2021/08/17 12:42,4976.0,8742901.0,130567265.0,5.0,2.0
2021-08-17,4976,4535616,280950337,64.0,64.5,60.2,60.2,-3.0,3199,2021/08/17 11:48,4976.0,2262214.0,130559557.0,10.0,3.0
2021-08-17,4976,4535616,280950337,64.0,64.5,60.2,60.2,-3.0,3199,2021/08/17 11:47,4976.0,2262214.0,130559512.0,0.0,1.0
2021-08-17,4976,4535616,280950337,64.0,64.5,60.2,60.2,-3.0,3199,2021/08/17 11:30,4976.0,2262214.0,130557421.0,3.0,3.0
2021-08-17,4976,4535616,280950337,64.0,64.5,60.2,60.2,-3.0,3199,2021/08/17 11:29,4976.0,2262214.0,130557315.0,0.0,3.0
2021-08-17,4976,4535616,280950337,64.0,64.5,60.2,60.2,-3.0,3199,2021/08/17 10:22,4976.0,520083.0,130548731.0,0.0,1.0
2021-08-17,4976,4535616,280950337,64.0,64.5,60.2,60.2,-3.0,3199,2021/08/17 09:53,4976.0,11420480.0,130544516.0,1.0,2.0
2021-08-17,4976,4535616,280950337,64.0,64.5,60.2,60.2,-3.0,3199,2021/08/17 09:01,4976.0,4678855.0,130538091.0,6.0,1.0
2021-08-17,4976,4535616,280950337,64.0,64.5,60.2,60.2,-3.0,3199,2021/08/17 09:00,4976.0,6474447.0,130538056.0,0.0,2.0
2021-08-17,4976,4535616,280950337,64.0,64.5,60.2,60.2,-3.0,3199,2021/08/17 09:00,4976.0,11420480.0,130537564.0,0.0,0.0
2021-08-17,4976,4535616,280950337,64.0,64.5,60.2,60.2,-3.0,3199,2021/08/17 08:29,4976.0,8742901.0,130534952.0,0.0,3.0
2021-08-17,4976,4535616,280950337,64.0,64.5,60.2,60.2,-3.0,3199,2021/08/17 00:22,4976.0,5433171.0,130522915.0,0.0,4.0
2021-08-18,4976,9052369,561650207,58.8,65.5,58.0,65.1,4.9,5832,2021/08/18 20:47,4976.0,3880505.0,130754684.0,0.0,8.0
2021-08-18,4976,9052369,561650207,58.8,65.5,58.0,65.1,4.9,5832,2021/08/18 18:23,4976.0,1764325.0,130742034.0,1.0,16.0
2021-08-18,4976,9052369,561650207,58.8,65.5,58.0,65.1,4.9,5832,2021/08/18 17:46,4976.0,9844457.0,130739179.0,3.0,38.0
2021-08-18,4976,9052369,561650207,58.8,65.5,58.0,65.1,4.9,5832,2021/08/18 12:46,4976.0,6904559.0,130698499.0,4.0,8.0
2021-08-18,4976,9052369,561650207,58.8,65.5,58.0,65.1,4.9,5832,2021/08/18 12:41,4976.0,1623851.0,130697376.0,0.0,3.0
2021-08-18,4976,9052369,561650207,58.8,65.5,58.0,65.1,4.9,5832,2021/08/18 12:02,4976.0,478112.0,130691079.0,0.0,8.0
2021-08-18,4976,9052369,561650207,58.8,65.5,58.0,65.1,4.9,5832,2021/08/18 11:59,4976.0,6273390.0,130690474.0,0.0,7.0
2021-08-18,4976,9052369,561650207,58.8,65.5,58.0,65.1,4.9,5832,2021/08/18 10:50,4976.0,5481735.0,130679488.0,30.0,77.0
2021-08-18,4976,9052369,561650207,58.8,65.5,58.0,65.1,4.9,5832,2021/08/18 10:31,4976.0,7162949.0,130676209.0,3.0,2.0
2021-08-18,4976,9052369,561650207,58.8,65.5,58.0,65.1,4.9,5832,2021/08/18 09:57,4976.0,7827067.0,130670092.0,3.0,9.0
2021-08-18,4976,9052369,561650207,58.8,65.5,58.0,65.1,4.9,5832,2021/08/18 09:52,4976.0,5481735.0,130669138.0,29.0,28.0
2021-08-18,4976,9052369,561650207,58.8,65.5,58.0,65.1,4.9,5832,2021/08/18 09:36,4976.0,5481735.0,130666842.0,8.0,20.0
2021-08-18,4976,9052369,561650207,58.8,65.5,58.0,65.1,4.9,5832,2021/08/18 09:33,4976.0,3850113.0,130666289.0,0.0,7.0
2021-08-18,4976,9052369,561650207,58.8,65.5,58.0,65.1,4.9,5832,2021/08/18 09:21,4976.0,5481735.0,130664641.0,3.0,16.0
2021-08-19,4976,5214872,330051716,64.3,64.7,62.0,62.2,-2.9,3537,2021/08/19 21:21,4976.0,8742901.0,130883823.0,8.0,6.0
2021-08-19,4976,5214872,330051716,64.3,64.7,62.0,62.2,-2.9,3537,2021/08/19 18:40,4976.0,5481735.0,130866333.0,32.0,65.0
2021-08-19,4976,5214872,330051716,64.3,64.7,62.0,62.2,-2.9,3537,2021/08/19 11:21,4976.0,8703990.0,130808549.0,0.0,1.0
2021-08-19,4976,5214872,330051716,64.3,64.7,62.0,62.2,-2.9,3537,2021/08/19 09:36,4976.0,6024362.0,130793622.0,7.0,7.0
2021-08-20,4976,4211309,258228874,63.0,63.2,60.2,60.5,-1.7,3041,2021/08/20 22:49,4976.0,6547495.0,131003795.0,10.0,52.0
2021-08-20,4976,4211309,258228874,63.0,63.2,60.2,60.5,-1.7,3041,2021/08/20 13:17,4976.0,4603199.0,130951123.0,1.0,5.0
2021-08-20,4976,4211309,258228874,63.0,63.2,60.2,60.5,-1.7,3041,2021/08/20 12:53,4976.0,13202369.0,130948005.0,0.0,7.0
2021-08-20,4976,4211309,258228874,63.0,63.2,60.2,60.5,-1.7,3041,2021/08/20 12:29,4976.0,5315669.0,130945044.0,3.0,6.0
2021-08-20,4976,4211309,258228874,63.0,63.2,60.2,60.5,-1.7,3041,2021/08/20 10:22,4976.0,7162949.0,130928736.0,1.0,5.0
2021-08-23,4976,4441997,284489770,61.8,65.5,61.5,65.1,4.6,3135,2021/08/23 21:25,4976.0,8756719.0,131200945.0,0.0,6.0
2021-08-23,4976,4441997,284489770,61.8,65.5,61.5,65.1,4.6,3135,2021/08/23 18:04,4976.0,8742901.0,131184465.0,0.0,4.0
2021-08-23,4976,4441997,284489770,61.8,65.5,61.5,65.1,4.6,3135,2021/08/23 17:53,4976.0,1623851.0,131183660.0,3.0,2.0
2021-08-23,4976,4441997,284489770,61.8,65.5,61.5,65.1,4.6,3135,2021/08/23 12:37,4976.0,6904559.0,131149734.0,0.0,14.0
2021-08-23,4976,4441997,284489770,61.8,65.5,61.5,65.1,4.6,3135,2021/08/23 09:44,4976.0,7509594.0,131127206.0,5.0,12.0
2021-08-24,4976,4706800,300525411,65.2,66.3,62.6,63.5,-1.6,3287,2021/08/24 23:32,4976.0,5648004.0,131320234.0,1.0,7.0
2021-08-24,4976,4706800,300525411,65.2,66.3,62.6,63.5,-1.6,3287,2021/08/24 17:56,4976.0,8742901.0,131292957.0,1.0,3.0
2021-08-24,4976,4706800,300525411,65.2,66.3,62.6,63.5,-1.6,3287,2021/08/24 15:55,4976.0,7059321.0,131278326.0,5.0,2.0
2021-08-24,4976,4706800,300525411,65.2,66.3,62.6,63.5,-1.6,3287,2021/08/24 12:00,4976.0,8742901.0,131252060.0,3.0,6.0
